#Partida,b,c,Descripción,Pto inicial,Pto definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Oblig. recon.
1 0200.160.04.151.00 2024 (36),,,CUOTAS ELKARKIDETZA,11139.48,11139.48,,9977.88,1161.6,9977.88,9977.88
1 0200.160.04.172.00 2024 (983),,,CUOTAS ELKARKIDETZA,1591.29,1591.29,,1583.54,7.75,1583.54,1583.54
1 0200.201.01.152.20 2024 (1545),,,EDIFICIOS Y OTRAS CONSTRUCCIONES,6000.0,8174.64,,9258.84,-1084.2,9258.84,8959.17
1 0200.220.01.152.20 2024 (1546),,,ORDINARIO NO INVENTARIABLE,500.0,500.0,,0.0,500.0,0.0,0.0
1 0200.221.01.152.20 2024 (1547),,,ENERGIA ELECTRICA. LOCAL TXONTA,1000.0,1000.0,,0.0,1000.0,0.0,0.0
1 0200.224.01.152.20 2024 (1235),,,SEGUROS,1500.0,1500.0,,0.0,1500.0,0.0,0.0
1 0200.226.99.151.00 2024 (38),,,OTROS GASTOS DIVERSOS. EJECUC.,50000.0,50000.0,,0.0,50000.0,0.0,0.0
1 0200.226.99.172.00 2024 (113),,,OTROS GASTOS DIVERSOS,22500.0,22500.0,,88512.14,-66012.14,88512.14,77385.73
1 0200.227.05.172.00 2024 (2075),,,TERRENOS/B.NATURALES CONVENIO ,1500.0,1500.0,,0.0,1500.0,0.0,0.0
1 0200.227.07.151.00 2024 (39),,,ESTUDIOS Y TRABAJOS TECNICOS,130000.0,55000.0,,1247.86,53752.14,1247.86,1247.86
1 0200.227.07.152.30 2024 (2422),,,INVESTIGACIONESM ESTUDOS Y ,0.0,0.0,,0.0,0.0,0.0,0.0
1 0200.227.07.172.00 2024 (114),,,ESTUD/TRAB.TECNIC.CONTR.CALID.,165000.0,100000.0,,62397.43,37602.57,62397.43,40998.14
1 0200.227.90.151.00 2024 (40),,,TRABAJOS EXTERNOS. ESTUDIOS Y ,20000.0,20000.0,,16308.82,3691.18,16308.82,10863.14
1 0200.227.90.172.00 2024 (1247),,,TRABAJOS EXTERIORES,9736.2,9736.2,,12201.07,-2464.87,12201.07,12201.07
1 0200.227.99.151.00 2024 (41),,,CONTRATOS EXTERNOS. MEDICIONES,1500.0,1500.0,,0.0,1500.0,0.0,0.0
1 0200.227.99.172.00 2024 (115),,,OTROS TRABAJOS EXTERIORES,124828.8,124828.8,,73787.88,51040.92,73787.88,63894.47
1 0200.230.01.151.00 2024 (42),,,DIETAS/LOCOMOC/TRASLADO ,100.0,100.0,,516.62,-416.62,516.62,516.62
1 0200.230.01.172.00 2024 (986),,,"DIETAS, LOCOMOC. Y TRASLADO ",100.0,100.0,,0.0,100.0,0.0,0.0
1 0200.480.01.152.20 2024 (44),,,A FAMILIAS. MANTTO.ASCENSORES ,6000.0,6000.0,,0.0,6000.0,0.0,0.0
1 0200.480.01.152.30 2024 (569),,,A FAMILIAS,0.0,0.0,,0.0,0.0,0.0,0.0
1 0200.481.01.172.00 2024 (2073),,,A INSITUCIONES SIN FINES DE LUCRO,11000.0,11000.0,,9000.0,2000.0,9000.0,0.0
1 0200.481.21.152.20 2024 (845),,,AYUDAS ASOCIAC.CUADRILLAS ,0.0,0.0,,0.0,0.0,0.0,0.0
1 0200.600.01.172.00 2024 (2074),,,INVERSIONES EN TERRENOS,10000.0,10000.0,,0.0,10000.0,0.0,0.0
1 0200.600.04.151.00 2024 (1544),,,ADQUISICIONES DESTINADAS ,500000.0,575000.0,,573288.22,1711.78,544500.0,544500.0
1 0200.601.16.172.00 2024 (987),,,OBRAS VARIAS. MEDIO AMBIENTE,80000.0,80000.0,,37086.5,42913.5,37086.5,37086.5
1 0200.643.01.172.00 2024 (2654),,,"INVESTIGACION, ESTUDIOS Y ",0.0,65000.0,,62121.4,2878.6,62121.4,10442.3
1 0200.771.05.152.20 2024 (1818),,,AYUDAS A LA DEMOLICION DE RUINAS ,40000.0,40000.0,,0.0,40000.0,0.0,0.0
1 0200.780.02.152.20 2024 (45),,,A FAMILIAS. REHAB.,200000.0,200000.0,,199812.59,187.41,199812.59,199812.59
1 0300.120.01.153.20 2024 (46),,,RETRIBUCIONES BASICAS,185575.77,185575.77,,146382.63,39193.14,146382.63,146382.63
1 0300.121.99.153.20 2024 (47),,,COMPLEMENTOS VARIOS,256762.4,256762.4,,263416.5,-6654.1,263416.5,263416.5
1 0300.160.01.153.20 2024 (48),,,SEGURIDAD SOCIAL,111053.74,111053.74,,61482.86,49570.88,61482.86,61482.86
1 0300.160.04.153.20 2024 (49),,,CUOTAS ELKARKIDETZA,9924.78,9924.78,,7145.95,2778.83,7145.95,7145.95
1 0300.211.01.153.20 2024 (2315),,,EDIFICIOS Y OTRAS CONSTRUCCIONES,41000.0,41000.0,,1482.57,39517.43,1482.57,1482.57
1 0300.230.01.153.20 2024 (50),,,DIETAS/LOCOMOC/TRASLADO ,100.0,100.0,,0.0,100.0,0.0,0.0
1 0300.601.06.153.20 2024 (2649),,,G.V. REHABIL.TORREKUA H.JUBILADO,281199.34,281199.34,,281199.34,0.0,281199.34,4984.17
1 0300.601.08.153.20 2024 (52),,,MEJORA ENTORNOS URBANOS-,4070000.0,4070000.0,,3286308.52,783691.48,3286308.52,1356200.21
1 0300.601.14.153.20 2024 (54),,,OBRAS MENORES,640000.0,640000.0,,282859.03,357140.97,282859.03,228926.04
1 0300.601.20.153.20 2024 (1285),,,OBRAS EN EDIFICIOS MUNICIPALES,410000.0,410000.0,,325673.59,84326.41,325673.59,253059.75
1 0300.601.21.323.00 2024 (198),,,OBRAS MENORES EN CENTROS DE ,100000.0,100000.0,,99833.04,166.96,99833.04,98683.54
1 0300.601.23.153.20 2024 (55),,,ASFALTADOS,100000.0,100000.0,,98406.79,1593.21,98406.79,98406.79
1 0300.601.37.454.00 2024 (369),,,INFRAESTRUCTURA RURAL,365000.0,365000.0,,364591.92,408.08,364591.92,363660.22
1 0300.601.83.153.20 2024 (2423),,,INSTALACION FOTOVOLTAICA ,130000.0,130000.0,,104907.72,25092.28,104907.72,1197.9
1 0300.625.01.153.20 2024 (1548),,,MOBILIARIO,19000.0,19000.0,,750.2,18249.8,750.2,750.2
1 0300.643.01.153.20 2024 (56),,,INVESTIGACIONES/ESTUDIOS Y ,186000.0,186000.0,,100483.3,85516.7,100483.3,35252.2
1 0300.714.02.153.20 2024 (2680),,,COBERTURA TRAZADO FERROVIARIO ,366899.09,366899.09,,366899.09,0.0,0.0,0.0
1 0400.120.01.153.40 2024 (61),,,RETRIBUCIONES BASICAS,112749.35,112749.35,,76597.59,36151.76,76597.59,76597.59
1 0400.120.01.165.00 2024 (91),,,RETRIBUCIONES BASICAS,0.0,0.0,,5905.64,-5905.64,5905.64,5905.64
1 0400.121.99.153.40 2024 (62),,,COMPLEMENTOS VARIOS,170687.36,170687.36,,157672.37,13014.99,157672.37,157672.37
1 0400.121.99.165.00 2024 (92),,,COMPLEMENTOS VARIOS,0.0,0.0,,17005.77,-17005.77,17005.77,17005.77
1 0400.130.03.153.40 2024 (63),,,REMUNERACIONES PERSONAL ,385607.64,385607.64,,349504.73,36102.91,349504.73,349504.73
1 0400.130.03.164.00 2024 (2892),,,REMUNERACIONES PERSONAL ,0.0,0.0,,6652.26,-6652.26,6652.26,6652.26
1 0400.130.03.165.00 2024 (580),,,REMUN.PERSONAL LABORAL FIJO,155244.11,155244.11,,51347.29,103896.82,51347.29,51347.29
1 0400.130.03.171.00 2024 (102),,,REMUNERACIONES PERSONAL ,38355.85,38355.85,,141686.83,-103330.98,141686.83,141686.83
1 0400.130.03.323.00 2024 (188),,,REMUNERACIONES PERSONAL ,157454.4,157454.4,,43823.57,113630.83,43823.57,43823.57
1 0400.130.03.920.40 2024 (433),,,REMUNERACIONES PERSONAL ,97604.72,97604.72,,68815.14,28789.58,68815.14,68815.14
1 0400.131.01.153.40 2024 (64),,,LABORAL EVENTUAL,448594.46,448594.46,,648324.21,-199729.75,648324.21,648324.21
1 0400.131.01.164.00 2024 (82),,,LABORAL EVENTUAL,93189.68,93189.68,,80859.41,12330.27,80859.41,80859.41
1 0400.131.01.165.00 2024 (1541),,,LABORAL EVENTUAL,0.0,0.0,,25576.42,-25576.42,25576.42,25576.42
1 0400.131.01.171.00 2024 (103),,,LABORAL EVENTUAL,204270.28,204270.28,,114512.87,89757.41,114512.87,114512.87
1 0400.131.01.323.00 2024 (643),,,LABORAL EVENTUAL,0.0,0.0,,93447.17,-93447.17,93447.17,93447.17
1 0400.131.01.920.40 2024 (811),,,LABORAL EVENTUAL,0.0,0.0,,176027.77,-176027.77,176027.77,176027.77
1 0400.160.01.153.40 2024 (65),,,SEGURIDAD SOCIAL,477585.78,477585.78,,282226.76,195359.02,282226.76,282226.76
1 0400.160.01.164.00 2024 (83),,,SEGURIDAD SOCIAL,35429.04,35429.04,,8749.63,26679.41,8749.63,8749.63
1 0400.160.01.165.00 2024 (94),,,SEGURIDAD SOCIAL,64001.07,64001.07,,19489.52,44511.55,19489.52,19489.52
1 0400.160.01.171.00 2024 (104),,,SEGURIDAD SOCIAL,83035.56,83035.56,,78680.48,4355.08,78680.48,78680.48
1 0400.160.01.323.00 2024 (189),,,SEGURIDAD SOCIAL,55698.14,55698.14,,46261.91,9436.23,46261.91,46261.91
1 0400.160.01.920.40 2024 (434),,,SEGURIDAD SOCIAL,30641.47,30641.47,,63095.69,-32454.22,63095.69,63095.69
1 0400.160.04.153.40 2024 (66),,,CUOTAS ELKARKIDETZA,18953.69,18953.69,,16864.95,2088.74,16864.95,16864.95
1 0400.160.04.164.00 2024 (84),,,CUOTAS ELKARKIDETZA,1091.24,1091.24,,1085.98,5.26,1085.98,1085.98
1 0400.160.04.165.00 2024 (95),,,CUOTAS ELKARKIDETZA,1169.19,1169.19,,1473.83,-304.64,1473.83,1473.83
1 0400.160.04.171.00 2024 (105),,,CUOTAS ELKARKIDETZA,2182.48,2182.48,,2171.96,10.52,2171.96,2171.96
1 0400.160.04.323.00 2024 (190),,,CUOTAS ELKARKIDETZA,3273.72,3273.72,,4343.92,-1070.2,4343.92,4343.92
1 0400.160.04.920.40 2024 (435),,,CUOTAS ELKARKIDETZA,2728.1,2728.1,,2559.81,168.29,2559.81,2559.81
1 0400.210.01.153.40 2024 (67),,,INFRAESTRUCTURA Y BIENES ,190000.0,190000.0,,158114.12,31885.88,158114.12,128576.27
1 0400.210.01.454.00 2024 (367),,,INFRAESTRUCTURA Y BIENES ,73500.0,73500.0,,46322.29,27177.71,46322.29,32794.49
1 0400.211.01.231.50 2024 (2407),,,EDIFICIOS Y OTRAS CONSTRUCCIONES,10000.0,10000.0,,0.0,10000.0,0.0,0.0
1 0400.211.01.231.90 2024 (1776),,,EDIFICIOS Y OTRAS CONSTRUCCIONES,60000.0,45300.0,,2020.98,43279.02,2020.98,1696.18
1 0400.211.01.323.00 2024 (191),,,EDIFIC/OTRAS CONSTRUCCIONES. ,144249.0,144249.0,,103917.7,40331.3,103917.7,79338.12
1 0400.211.01.333.10 2024 (226),,,EDIFICIOS Y OTRAS CONSTRUCCIONES,50000.0,50000.0,,3666.93,46333.07,3666.93,1364.58
1 0400.211.01.333.20 2024 (233),,,EDIFICIOS Y OTRAS CONSTRUCCIONES,25000.0,25000.0,,11437.42,13562.58,11437.42,11437.42
1 0400.211.01.334.50 2024 (1751),,,EDIFICIOS Y OTRAS CONSTRUCCIONES,25000.0,25000.0,,18520.66,6479.34,18520.66,9915.7
1 0400.211.01.920.40 2024 (436),,,EDIFICIOS Y OTRAS CONSTRUCCIONES,99775.18,87469.48,,86392.37,1077.11,86392.37,49609.36
1 0400.212.01.134.00 2024 (28),,,MAQUINARIA/INSTALAC/UTILLAJE. ,566158.39,566158.39,,532287.85,33870.54,532287.85,408168.81
1 0400.212.01.163.00 2024 (77),,,MAQUINARIA/INSTALAC/UTILLAJE,1000.0,1000.0,,0.0,1000.0,0.0,0.0
1 0400.212.01.164.00 2024 (85),,,MAQUIN/INSTAL/UTILLAJE.MANTTO,8559.1,8559.1,,4792.64,3766.46,4792.64,4489.78
1 0400.212.01.165.00 2024 (96),,,MAQUIN/INSTALAC/UTILLAJE.MANTTO,90000.0,90000.0,,67495.32,22504.68,67495.32,62387.72
1 0400.212.01.171.00 2024 (106),,,MAQUINARIA/INSTALAC/UTILLAJE,8500.0,11700.0,,12231.73,-531.73,12231.73,11512.2
1 0400.212.01.231.50 2024 (2408),,,"MAQUINARIA,INSTALACIONES Y ",7183.77,7183.77,,8441.87,-1258.1,8441.87,7630.29
1 0400.212.01.323.00 2024 (192),,,"MAQUINARIA, INSTALACIONES Y ",65113.51,65113.51,,57909.09,7204.42,57909.09,53278.57
1 0400.212.01.333.10 2024 (787),,,"MAQUINARIA, INSTALACIONES Y ",13240.52,13240.52,,17740.97,-4500.45,17740.97,14385.72
1 0400.212.01.333.20 2024 (993),,,"MAQUINARIA, INSTALACIONES Y ",18766.34,18766.34,,15647.58,3118.76,15647.58,12366.15
1 0400.212.01.334.50 2024 (1752),,,"MAQUINARIA, INSTALACIONES Y ",50000.0,50000.0,,41918.31,8081.69,41918.31,39705.67
1 0400.212.01.920.40 2024 (437),,,"MAQUINARIA, INSTALACIONES Y ",62026.82,62026.82,,48350.38,13676.44,48350.38,40925.51
1 0400.213.01.153.40 2024 (68),,,MATERIAL DE TRANSPORTE. ,25000.0,25000.0,,27873.63,-2873.63,27873.63,20541.46
1 0400.215.02.920.40 2024 (2448),,,MTTO. DE APLICACIONES ,15000.0,15000.0,,3630.0,11370.0,3630.0,1452.0
1 0400.221.01.134.00 2024 (29),,,ENERGIA ELECTRICA,130000.0,130000.0,,96003.77,33996.23,96003.77,96003.77
1 0400.221.01.165.00 2024 (97),,,ENERGIA ELECTRICA,421634.0,421634.0,,295692.48,125941.52,295692.48,295692.48
1 0400.221.01.231.50 2024 (2409),,,ENERGIA ELECTRICA,10000.0,10000.0,,3220.61,6779.39,3220.61,3220.61
1 0400.221.01.323.00 2024 (193),,,ENERGIA ELECTRICA,182218.0,182218.0,,102625.54,79592.46,102625.54,102625.54
1 0400.221.01.333.10 2024 (228),,,ENERGIA ELECTRICA,31212.0,31212.0,,15212.0,16000.0,15212.0,13191.33
1 0400.221.01.333.20 2024 (234),,,ENERGIA ELECTRICA,64000.0,64000.0,,63609.53,390.47,63609.53,63609.53
1 0400.221.01.334.50 2024 (1753),,,ENERGIA ELECTRICA.,58500.0,58500.0,,45058.49,13441.51,45058.49,45058.49
1 0400.221.01.920.40 2024 (438),,,ENERGIA ELECTRICA,150000.0,150000.0,,115168.88,34831.12,115168.88,114804.42
1 0400.221.02.920.40 2024 (439),,,AGUA,78000.0,78000.0,,105511.46,-27511.46,105511.46,105511.46
1 0400.221.04.153.40 2024 (69),,,COMBUSTIBLES Y CARBURANTES ,28000.0,28000.0,,21161.86,6838.14,21161.86,17894.14
1 0400.221.04.163.00 2024 (78),,,COMBUSTIBLES Y CARBURANTES,3000.0,3000.0,,0.0,3000.0,0.0,0.0
1 0400.221.04.323.00 2024 (194),,,COMBUSTIBLES Y CARBURANTES,205000.0,205000.0,,136951.4,68048.6,136951.4,64480.62
1 0400.221.04.333.10 2024 (229),,,COMBUSTIBLES Y CARBURANTES,27181.0,27181.0,,15181.0,12000.0,15181.0,12697.62
1 0400.221.04.333.20 2024 (235),,,COMBUSTIBLES Y CARBURANTES,43000.0,43000.0,,27000.0,16000.0,27000.0,23203.69
1 0400.221.04.920.40 2024 (440),,,COMBUSTIBLES Y CARBURANTES,54500.0,54500.0,,21393.45,33106.55,21393.45,13484.2
1 0400.221.05.153.40 2024 (70),,,VESTUARIO,27000.0,24825.36,,17272.26,7553.1,17272.26,17152.6
1 0400.221.05.164.00 2024 (86),,,VESTUARIO,1500.0,1500.0,,1396.16,103.84,1396.16,1396.16
1 0400.221.05.171.00 2024 (432),,,VESTUARIO,4500.0,4500.0,,1614.17,2885.83,1614.17,1614.17
1 0400.221.05.323.00 2024 (195),,,VESTUARIO,2000.0,2000.0,,1721.71,278.29,1721.71,1066.37
1 0400.221.05.334.50 2024 (2406),,,VESTUARO,1000.0,1000.0,,473.43,526.57,473.43,473.43
1 0400.221.05.920.40 2024 (441),,,VESTUARIO,1500.0,1500.0,,970.14,529.86,970.14,970.14
1 0400.221.09.337.10 2024 (2436),,,PRODUCTOS DE LIMPIEZA Y ASEO,1000.0,1000.0,,1148.36,-148.36,1148.36,1148.36
1 0400.221.09.342.14 2024 (2703),,,PRODUCTOS DE LIMPIEZA Y ASEO,12000.0,12000.0,,0.0,12000.0,0.0,0.0
1 0400.221.09.920.40 2024 (442),,,PRODUCTOS DE LIMPIEZA Y ASEO,8500.0,8500.0,,6994.23,1505.77,6994.23,6304.84
1 0400.221.96.153.30 2024 (58),,,MANTENIMIENTO URBANO,184200.0,183909.6,,121803.08,62106.52,121803.08,119161.77
1 0400.221.96.442.00 2024 (365),,,MANTENIMIENTO.MARQUESINAS,2500.0,2500.0,,0.0,2500.0,0.0,0.0
1 0400.221.99.133.20 2024 (26),,,OTROS SUM.,18150.0,29650.0,,27495.72,2154.28,27495.72,25630.08
1 0400.221.99.171.00 2024 (107),,,OTROS SUMINISTROS,76000.0,76000.0,,99723.65,-23723.65,99723.65,89666.36
1 0400.221.99.323.00 2024 (2888),,,OTROS SUMINISTROS,0.0,0.0,,1336.49,-1336.49,1336.49,1273.22
1 0400.222.01.231.50 2024 (2411),,,TELEFONICAS,2000.0,2000.0,,0.0,2000.0,0.0,0.0
1 0400.222.01.334.50 2024 (2435),,,TELEFONICAS,2000.0,2000.0,,0.0,2000.0,0.0,0.0
1 0400.222.01.920.40 2024 (443),,,TELEFONICAS,60000.0,60000.0,,54365.92,5634.08,54365.92,54365.92
1 0400.224.01.920.40 2024 (444),,,DE EDIFICIOS Y LOCALES.SEGUROS,75000.0,75000.0,,62576.24,12423.76,62576.24,62576.24
1 0400.224.02.153.40 2024 (71),,,DE VEHICULOS. SEGUROS,7000.0,7000.0,,6626.0,374.0,6626.0,6626.0
1 0400.225.02.425.00 2024 (339),,,TRIBUTOS DEL TERRITORIO ,3000.0,3000.0,,0.0,3000.0,0.0,0.0
1 0400.226.99.153.40 2024 (72),,,"ENGANCHES/CONS.FESTEJ-FERIAS,",18000.0,18000.0,,20728.64,-2728.64,20728.64,20365.64
1 0400.226.99.165.00 2024 (98),,,OTROS GTOS DIV.INSPECC.ORGAN.,5000.0,5000.0,,387.2,4612.8,387.2,0.0
1 0400.226.99.171.00 2024 (108),,,OTR.GTOS DIV.DESBR.,92029.5,92029.5,,71218.19,20811.31,71218.19,66365.31
1 0400.227.01.134.00 2024 (30),,,LIMPIEZA,249934.51,249934.51,,244744.74,5189.77,244744.74,227930.89
1 0400.227.01.153.30 2024 (59),,,LIMPIEZA,42480.96,42480.96,,51206.72,-8725.76,51206.72,42505.96
1 0400.227.01.163.00 2024 (79),,,LIMPIEZA,205545.0,205545.0,,98790.84,106754.16,98790.84,89501.14
1 0400.227.01.164.00 2024 (87),,,LIMPIEZA. GESTION RESIDUOS,3000.0,3000.0,,2934.6,65.4,2934.6,1294.87
1 0400.227.01.231.50 2024 (2412),,,LIMPIEZA,4000.0,4000.0,,1616.49,2383.51,1616.49,876.34
1 0400.227.01.323.00 2024 (196),,,LIMPIEZA,649998.16,649998.16,,649998.24,-0.08,649998.24,649998.24
1 0400.227.01.333.20 2024 (236),,,LIMPIEZA,251829.24,251829.24,,252004.08,-174.84,252004.08,251829.24
1 0400.227.01.334.50 2024 (1754),,,LIMPIEZA,28000.0,28000.0,,6382.63,21617.37,6382.63,6087.16
1 0400.227.01.337.20 2024 (2687),,,LIMPIEZA,40998.67,40998.67,,0.0,40998.67,0.0,0.0
1 0400.227.01.442.00 2024 (366),,,LIMPIEZA. MARQUESINAS,9827.14,9827.14,,0.0,9827.14,0.0,0.0
1 0400.227.01.920.40 2024 (445),,,LIMPIEZA,55235.14,55235.14,,70191.99,-14956.85,70191.99,69129.51
1 0400.227.07.920.40 2024 (2885),,,ESTUDIOS Y TRABAJOS TECNICOS,0.0,0.0,,1972.3,-1972.3,1972.3,0.0
1 0400.227.99.133.20 2024 (27),,,OTROS TRABAJOS EXTERIORES,98340.2,98340.2,,52804.52,45535.68,52804.52,47228.14
1 0400.227.99.153.40 2024 (248),,,OTROS TRABAJOS EXTERIORES,15000.0,15000.0,,88.0,14912.0,88.0,88.0
1 0400.227.99.171.00 2024 (2072),,,OTROS TRABAJOS EXTERIORES,2129.15,2129.15,,0.0,2129.15,0.0,0.0
1 0400.227.99.311.70 2024 (187),,,OTR.TRAB.EXTER.DESRATIZ/ACTUAC.,27380.0,27670.4,,23208.69,4461.71,23208.69,20513.69
1 0400.230.01.153.40 2024 (73),,,DIETAS/LOCOMOC/TRASLADO ,100.0,100.0,,207.66,-107.66,207.66,207.66
1 0400.230.01.164.00 2024 (88),,,DIETAS/LOCOMOC/TRASLADO ,100.0,100.0,,0.0,100.0,0.0,0.0
1 0400.230.01.165.00 2024 (99),,,DIETAS/LOCOMOC/TRASLADO ,100.0,100.0,,0.0,100.0,0.0,0.0
1 0400.230.01.171.00 2024 (109),,,DIETAS/LOCOMOC/TRASLADO ,100.0,100.0,,8.56,91.44,8.56,8.56
1 0400.230.01.323.00 2024 (197),,,DIETAS/LOCOMOC/TRASLADO ,100.0,100.0,,0.0,100.0,0.0,0.0
1 0400.230.01.920.40 2024 (446),,,DIETAS/LOCOMOC/TRASLADO ,100.0,100.0,,0.0,100.0,0.0,0.0
1 0400.421.01.163.00 2024 (80),,,MANCOMUNIDAD,2026912.9,2026912.9,,2026912.6,0.3,2026912.6,2026912.6
1 0400.422.01.454.00 2024 (368),,,DEBEMEN,41752.34,43379.75,,43379.75,0.0,43379.75,43379.75
