#Partida,,,,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa
1 0100.213.02.132.00 2021,,1542.0,IBILGAILUEN RENTING,35000.0,35000.0,0.0,30547.44,4452.56,30547.44,26304.74,26304.74,16122.26
1 0100.221.04.130.00 2021,,8.0,ERREGAI ETA KARBURANTEAK,6000.0,6000.0,0.0,6699.99,-699.99,6699.99,3817.32,3455.66,3455.66
1 0100.221.05.130.00 2021,,9.0,ARROPAK,35000.0,55000.0,0.0,49937.02,5062.98,49937.02,2437.02,2437.02,2437.02
1 0100.221.99.130.00 2021,,10.0,BESTELAKO HORNIDURAK,8760.0,8760.0,0.0,8118.69,641.31,8118.69,6453.17,6453.17,6273.17
1 0100.221.99.130.00 2020,,1837.0,BESTELAKO HORNIDURAK,0.0,839.29,0.0,0.0,839.29,0.0,524.69,524.69,524.69
1 0100.224.02.130.00 2021,,11.0,IBILGAILUENAK. ASEGURUAK,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0
1 0100.226.99.132.00 2021,,1814.0,BESTE HAINBAT GASTU.,1000.0,1000.0,0.0,4950.72,-3950.72,4950.72,3358.1,363.0,363.0
1 0100.227.08.441.10 2021,,363.0,GARRAIO-KONTRATUAK,275000.0,275000.0,0.0,271512.09,3487.91,271512.09,222993.09,222993.09,219709.89
1 0100.227.99.133.10 2021,,24.0,KANPOKO BESTELAKO LANAK. GARABIA,125000.0,125000.0,0.0,100000.0,25000.0,100000.0,79559.84,79559.84,71819.86
1 0100.230.01.130.00 2021,,12.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,675.0,675.0,0.0,16601.75,-15926.75,16601.75,16601.75,16601.75,16601.75
1 0100.230.01.132.00 2021,,18.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,752.5,752.5,0.0,1182.68,-430.18,1182.68,1182.68,1182.68,1182.68
1 0100.230.01.133.10 2021,,25.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,752.5,752.5,0.0,712.74,39.76,712.74,712.74,712.74,712.74
1 0100.421.03.441.10 2021,,364.0,GIPUZK.GARRAIOAREN LURRALD.AGINTARITZA,18000.0,18000.0,0.0,4903.0,13097.0,4903.0,4903.0,4903.0,4903.0
1 0100.623.01.130.00 2021,,2034.0,"MAKINARIA, RADARRA INSTALATZEA",0.0,18000.0,0.0,17787.0,213.0,17787.0,0.0,0.0,0.0
1 0100.623.99.132.00 2021,,1816.0,DEFENTSA EKIPOAK,20000.0,28000.0,0.0,25962.97,2037.03,25962.97,0.0,0.0,0.0
1 0100.624.01.132.00 2020,,1838.0,GARRAIO MATERIALA,0.0,20671.57,0.0,0.0,20671.57,0.0,20671.57,20671.57,20671.57
1 0100.625.01.130.00 2021,,1282.0,ALTZARIAK,1000.0,1000.0,0.0,792.07,207.93,792.07,0.0,0.0,0.0
1 0100.625.01.132.00 2021,,1815.0,ALTZARIAK,7000.0,9000.0,0.0,8130.4,869.6,8130.4,8130.4,8130.4,8130.4
1 0100.625.05.132.00 2021,,2023.0,EKIPOAK .DESFIBRILADOREAK,0.0,3500.0,0.0,3412.2,87.8,3412.2,3412.2,3412.2,3412.2
1 0100.626.01.130.00 2021,,43.0,EKIPOAK. TETRA KOMUNIKAZIO BIDEA,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0200.120.01.151.00 2021,,32.0,OINARRIZKO ORDAINKETAK,149621.16,149621.16,0.0,129529.25,20091.91,129529.25,129529.25,129529.25,129529.25
1 0200.120.01.172.00 2021,,782.0,OINARRIZKO ORDAINKETAK,16505.52,16505.52,0.0,14390.41,2115.11,14390.41,14390.41,14390.41,14390.41
1 0200.121.99.151.00 2021,,33.0,BESTE OSAGARRI BATZUK,259148.73,259148.73,0.0,278349.39,-19200.66,278349.39,278349.39,278349.39,278349.39
1 0200.121.99.172.00 2021,,783.0,BESTE OSAGARRI BATZUK,22431.4,22431.4,0.0,23780.25,-1348.85,23780.25,23780.25,23780.25,23780.25
1 0200.160.01.151.00 2021,,35.0,GIZARTE SEGURANTZA,94521.83,94521.83,0.0,91819.43,2702.4,91819.43,91819.43,91819.43,91819.43
1 0200.160.01.172.00 2021,,784.0,GIZARTE SEGURANTZA,12644.99,12644.99,0.0,12847.21,-202.22,12847.21,12847.21,12847.21,12847.21
1 0200.160.04.151.00 2021,,36.0,ELKARKIDETZAREN KUOTAK,10350.02,10350.02,0.0,9638.96,711.06,9638.96,9638.96,9638.96,9638.96
1 0200.160.04.172.00 2021,,983.0,ELKARKIDETZAREN KUOTAK,1478.55,1478.55,0.0,1449.42,29.13,1449.42,1449.42,1449.42,1449.42
1 0200.201.01.152.20 2021,,1545.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,6000.0,6000.0,0.0,8687.3,-2687.3,8687.3,7491.44,7239.4,6987.36
1 0200.212.01.151.00 2021,,1817.0,"MAKINERIA,INSTALAZIOAK ETA TRESNERIA",15000.0,15000.0,0.0,11495.0,3505.0,11495.0,11495.0,11495.0,11495.0
1 0200.220.01.152.20 2021,,1546.0,MATERIAL ARRUNT EZ-INBENTARIAGARRIA,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0
1 0200.221.01.152.20 2021,,1547.0,ENERGIA ELEKTRIKOA. TXONTA LOKALA,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0
1 0200.224.01.152.20 2021,,1235.0,ASEGURUAK,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0
1 0200.226.99.151.00 2021,,38.0,BESTE HAINB.GASTU.ORDEZK.BETEARAZP.,150000.0,150000.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0
1 0200.226.99.172.00 2021,,113.0,BESTE HAINBAT GASTU,12500.0,19500.0,0.0,24943.81,-5443.81,24943.81,19536.56,19536.56,15455.66
1 0200.227.07.151.00 2021,,39.0,AZTERKETA ETA LAN TEKNIKOAK,36000.0,36000.0,0.0,23292.5,12707.5,23292.5,16879.5,1754.5,1754.5
1 0200.227.07.151.00 2020,,1840.0,AZTERKETA ETA LAN TEKNIKOAK,0.0,6292.0,0.0,0.0,6292.0,0.0,6292.0,6292.0,0.0
1 0200.227.07.151.00 2018,,1839.0,AZTERKETA ETA LAN TEKNIKOAK,0.0,14616.8,0.0,0.0,14616.8,0.0,0.0,0.0,0.0
1 0200.227.07.172.00 2021,,114.0,AZITAINGO LURZORUAREN KALIT.KONTR.,30000.0,30000.0,0.0,5808.0,24192.0,5808.0,5808.0,5808.0,5808.0
1 0200.227.07.172.00 2020,,1842.0,AZITAINGO LURZORUAREN KALIT.KONTR.,0.0,28799.94,0.0,0.0,28799.94,0.0,20159.95,20159.95,11519.97
1 0200.227.07.172.00 2019,,1841.0,AZITAINGO LURZORUAREN KALIT.KONTR.,0.0,902.05,0.0,0.0,902.05,0.0,0.0,0.0,0.0
1 0200.227.90.151.00 2021,,40.0,KANPOKO LANAK,32000.0,32000.0,0.0,31913.75,86.25,453.75,453.75,453.75,453.75
1 0200.227.90.151.00 2020,,1844.0,KANPOKO LANAK,0.0,26982.0,0.0,0.0,26982.0,0.0,19722.28,11857.28,11857.28
1 0200.227.90.151.00 2019,,1843.0,KANPOKO LANAK,0.0,107078.0,0.0,0.0,107078.0,0.0,69454.0,0.0,0.0
1 0200.227.90.172.00 2021,,1247.0,KANPOKO LANAK,6870.38,6870.38,0.0,19865.64,-12995.26,19865.64,16881.33,16881.33,16639.33
1 0200.227.99.151.00 2021,,41.0,KONTRATOAK KANPOKOEKIN. NEURKETAK,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0
1 0200.227.99.172.00 2021,,115.0,KANPOKO BESTELAKO LANAK,60000.0,50925.0,0.0,51928.27,-1003.27,51928.27,47344.02,46653.68,27917.89
1 0200.227.99.172.00 2020,,1845.0,KANPOKO BESTELAKO LANAK,0.0,3761.93,0.0,0.0,3761.93,0.0,2420.0,2420.0,2420.0
1 0200.230.01.151.00 2021,,42.0,PERTSONAL DIETAK/GARRAIOA/LEKUALDAKETA,640.0,640.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0
1 0200.230.01.172.00 2021,,986.0,"PERTSONALAREN DIETAK, GARRAIOA ETA LEK.",35.0,35.0,0.0,47.6,-12.6,47.6,47.6,47.6,47.6
1 0200.480.01.152.20 2021,,44.0,FAMILIEI. KALEKO IGOGAILUEN MANTENIM.,6000.0,6000.0,0.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0
1 0200.480.01.152.30 2021,,569.0,FAMILIEI,0.0,18000.0,0.0,18000.0,0.0,11420.0,5560.0,5560.0,5560.0
1 0200.480.01.152.30 2019,,1846.0,FAMILIEI,0.0,14453.0,0.0,0.0,14453.0,0.0,0.0,0.0,0.0
1 0200.481.21.152.20 2021,,845.0,DIRU-LAG.HERRIKO KOADRILA ELKARTEARI,20000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0
1 0200.481.21.152.20 2018,,1847.0,DIRU-LAG.HERRIKO KOADRILA ELKARTEARI,0.0,97.5,0.0,0.0,97.5,0.0,0.0,0.0,0.0
1 0200.600.04.151.00 2021,,1544.0,LUR ONDARERAKO EROSKETAK,250000.0,354949.18,0.0,354949.18,0.0,275000.0,0.0,0.0,0.0
1 0200.601.16.172.00 2021,,987.0,"BESTE LAN BATZUK, INGURUMENA",15000.0,8000.0,0.0,7999.31,0.69,7999.31,0.0,0.0,0.0
1 0200.601.16.172.00 2019,,1848.0,"BESTE LAN BATZUK, INGURUMENA",0.0,151.25,0.0,0.0,151.25,0.0,0.0,0.0,0.0
1 0200.625.02.172.00 2021,,2018.0,AIREAREN KALITATEAREN NEURGAILUAK,0.0,9075.0,0.0,9075.0,0.0,9075.0,9075.0,9075.0,9075.0
1 0200.771.05.152.20 2021,,1818.0,INDUSTRIA-AURRIAK ERAISTEA LAGUNTZA,150000.0,150000.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0
1 0200.780.02.152.20 2021,,45.0,FAMIL.FATXADAK/IGOGAILUAK BIRGAITU,250000.0,250000.0,0.0,206000.0,44000.0,105530.96,105530.96,105530.96,105530.96
1 0200.780.02.152.20 2020,,1849.0,FAMIL.FATXADAK/IGOGAILUAK BIRGAITU,0.0,402157.68,0.0,0.0,402157.68,0.0,0.0,0.0,0.0
1 0200.780.04.152.20 2018,,1850.0,FAMILIEI. TXONTAKO ERAIKIN. BERRIZT. LAN,0.0,1995556.74,0.0,-12301.2,2007857.94,1437946.23,329284.81,329284.81,329284.81
1 0300.120.01.153.20 2021,,46.0,OINARRIZKO ORDAINKETAK,142515.68,142515.68,0.0,143582.2,-1066.52,143582.2,143582.2,143582.2,143582.2
1 0300.121.99.153.20 2021,,47.0,BESTE OSAGARRI BATZUK,240411.24,240411.24,0.0,295960.49,-55549.25,295960.49,295960.49,295960.49,295960.49
1 0300.131.01.153.20 2021,,1279.0,LABORAL EBENTUALA,41938.96,41938.96,0.0,41939.02,-0.06,41939.02,41939.02,41939.02,41939.02
1 0300.160.01.153.20 2021,,48.0,GIZARTE SEGURANTZA,100712.04,100712.04,0.0,83949.2,16762.84,83949.2,83949.2,83949.2,83949.2
1 0300.160.04.153.20 2021,,49.0,ELKARKIDETZAREN KUOTAK,9338.04,9338.04,0.0,9039.52,298.52,9039.52,9039.52,9039.52,9039.52
1 0300.230.01.153.20 2021,,50.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,675.0,675.0,0.0,100.69,574.31,100.69,100.69,100.69,100.69
1 0300.601.07.153.20 2021,,51.0,ERREBAL,710000.0,1021879.97,0.0,1019491.82,2388.15,862611.85,815772.95,809588.87,341122.92
1 0300.601.07.153.20 2020,,1851.0,ERREBAL,0.0,1760614.29,0.0,0.0,1760614.29,0.0,1760614.29,1760614.29,1760614.29
1 0300.601.08.153.20 2021,,52.0,HIRI INGURUEN HOBEKUNTZA-IRISGARRITASUNA,1360000.0,648247.7,0.0,630702.7,17545.0,630702.7,13435.2,1032.01,1032.01
1 0300.601.08.153.20 2020,,1853.0,HIRI INGURUEN HOBEKUNTZA-IRISGARRITASUNA,0.0,664984.06,0.0,0.0,664984.06,409823.96,549198.15,549198.15,457714.84
1 0300.601.08.153.20 2019,,1852.0,HIRI INGURUEN HOBEKUNTZA-IRISGARRITASUNA,0.0,311996.69,0.0,0.0,311996.69,43567.17,135222.17,135222.17,135222.17
1 0300.601.08.454.00 2021,,2040.0,MIRABASO IRIGARRITASUNA,0.0,289500.0,0.0,278601.16,10898.84,8651.5,0.0,0.0,0.0
1 0300.601.14.153.20 2021,,54.0,LAN TXIKIAK,150000.0,210542.71,0.0,197477.18,13065.53,197477.18,123763.33,123763.33,98627.5
1 0300.601.14.153.20 2020,,1855.0,LAN TXIKIAK,0.0,2995.21,0.0,0.0,2995.21,0.0,2215.63,2215.63,2215.63
1 0300.601.14.153.20 2019,,1854.0,LAN TXIKIAK,0.0,21804.0,0.0,0.0,21804.0,0.0,0.0,0.0,0.0
1 0300.601.20.153.20 2021,,1285.0,UDAL ERAIKUNTZETAN LANAK,200000.0,1477324.16,0.0,1476296.32,1027.84,73060.24,29140.45,29140.45,29140.45
1 0300.601.20.153.20 2020,,1856.0,UDAL ERAIKUNTZETAN LANAK,0.0,158529.75,0.0,0.0,158529.75,114844.77,157850.94,157850.94,157850.94
1 0300.601.21.323.00 2021,,198.0,LAN TXIKIAK ESKOLETAN,75000.0,110903.36,0.0,110903.36,0.0,110903.36,110721.86,110721.86,110721.86
1 0300.601.21.323.00 2020,,1857.0,LAN TXIKIAK ESKOLETAN,0.0,3509.0,0.0,0.0,3509.0,0.0,3509.0,3509.0,3509.0
1 0300.601.23.153.20 2021,,55.0,ALFALTATZE-LANAK,200000.0,200000.0,0.0,199709.58,290.42,1197.9,0.0,0.0,0.0
1 0300.601.37.454.00 2021,,369.0,BASERRIETAKO AZPIEGITURA,100000.0,120000.0,0.0,119969.26,30.74,119969.26,88291.39,88291.39,88291.39
1 0300.601.37.454.00 2020,,1858.0,BASERRIETAKO AZPIEGITURA,0.0,29570.02,0.0,0.0,29570.02,0.0,29570.02,29570.02,29570.02
1 0300.601.53.153.20 2021,,2039.0,LEGARREKO APARKALEKUA EGOKITZEA,0.0,720000.0,0.0,718747.44,1252.56,21144.75,0.0,0.0,0.0
1 0300.625.01.153.20 2021,,1548.0,ALTZARIAK,20000.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0
1 0300.643.01.153.20 2021,,56.0,IKERKETA/AZTERKETA ETA PROIEKTUAK,120000.0,162586.49,0.0,162586.49,0.0,162586.49,26887.89,26887.89,10855.39
1 0300.643.01.153.20 2020,,1860.0,IKERKETA/AZTERKETA ETA PROIEKTUAK,0.0,261722.48,0.0,0.0,261722.48,62591.94,145726.2,145726.2,129846.16
1 0400.120.01.153.40 2021,,61.0,OINARRIZKO ORDAINKETAK,75798.02,75798.02,0.0,73708.39,2089.63,73708.39,73708.39,73708.39,73708.39
1 0400.120.01.165.00 2021,,91.0,OINARRIZKO ORDAINKETAK,13993.92,13993.92,0.0,12467.77,1526.15,12467.77,12467.77,12467.77,12467.77
1 0400.121.99.153.40 2021,,62.0,BESTE OSAGARRI BATZUK,156481.49,156481.49,0.0,175020.32,-18538.83,175020.32,175020.32,175020.32,175020.32
1 0400.121.99.165.00 2021,,92.0,BESTE OSAGARRI BATZUK,28037.16,28037.16,0.0,29445.54,-1408.38,29445.54,29445.54,29445.54,29445.54
1 0400.130.03.153.40 2021,,63.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,353561.75,353561.75,0.0,264479.11,89082.64,264479.11,264479.11,264479.11,264479.11
1 0400.130.03.165.00 2021,,580.0,ORDAINK.PERTSONAL LABORAL FINKOARI,82766.57,82766.57,0.0,58470.6,24295.97,58470.6,58470.6,58470.6,58470.6
1 0400.130.03.171.00 2021,,102.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,33007.05,33007.05,0.0,125618.24,-92611.19,125618.24,125618.24,125618.24,125618.24
1 0400.130.03.323.00 2021,,188.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,67264.34,67264.34,0.0,49249.21,18015.13,49249.21,49249.21,49249.21,49249.21
1 0400.130.03.920.40 2021,,433.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,112017.32,112017.32,0.0,84355.05,27662.27,84355.05,84355.05,84355.05,84355.05
1 0400.131.01.153.40 2021,,64.0,LABORAL EBENTUALA,269847.04,269847.04,0.0,365671.21,-95824.17,365671.21,365671.21,365671.21,365671.21
1 0400.131.01.164.00 2021,,82.0,LABORAL EBENTUALA,85076.54,85076.54,0.0,101188.21,-16111.67,101188.21,101188.21,101188.21,101188.21
1 0400.131.01.165.00 2021,,1541.0,LABORAL EBENTUALA,0.0,0.0,0.0,32440.44,-32440.44,32440.44,32440.44,32440.44,32440.44
1 0400.131.01.171.00 2021,,103.0,LABORAL EBENTUALA,170980.2,170980.2,0.0,89766.95,81213.25,89766.95,89766.95,89766.95,89766.95
1 0400.131.01.323.00 2021,,643.0,LABORAL EBENTUALA,78350.38,78350.38,0.0,96217.98,-17867.6,96217.98,96217.98,96217.98,96217.98
1 0400.131.01.920.40 2021,,811.0,LABORAL EBENTUALA,23020.05,23020.05,0.0,54857.89,-31837.84,54857.89,54857.89,54857.89,54857.89
1 0400.160.01.153.40 2021,,65.0,GIZARTE SEGURANTZA,303119.91,303119.91,0.0,235236.25,67883.66,235236.25,235236.25,235236.25,235236.25
1 0400.160.01.164.00 2021,,83.0,GIZARTE SEGURANTZA,31321.7,31321.7,0.0,11871.6,19450.1,11871.6,11871.6,11871.6,11871.6
1 0400.160.01.165.00 2021,,94.0,GIZARTE SEGURANTZA,44047.81,44047.81,0.0,48790.94,-4743.13,48790.94,48790.94,48790.94,48790.94
1 0400.160.01.171.00 2021,,104.0,GIZARTE SEGURANTZA,78303.77,78303.77,0.0,53161.36,25142.41,53161.36,53161.36,53161.36,53161.36
1 0400.160.01.323.00 2021,,189.0,GIZARTE SEGURANTZA,51139.47,51139.47,0.0,36606.37,14533.1,36606.37,36606.37,36606.37,36606.37
1 0400.160.01.920.40 2021,,434.0,GIZARTE SEGURANTZA,46620.16,46620.16,0.0,40055.0,6565.16,40055.0,40055.0,40055.0,40055.0
1 0400.160.04.153.40 2021,,66.0,ELKARKIDETZAREN KUOTAK,18354.17,18354.17,0.0,16410.5,1943.67,16410.5,16410.5,16410.5,16410.5
1 0400.160.04.164.00 2021,,84.0,ELKARKIDETZAREN KUOTAK,1013.84,1013.84,0.0,993.86,19.98,993.86,993.86,993.86,993.86
1 0400.160.04.165.00 2021,,95.0,ELKARKIDETZAREN KUOTAK,3041.51,3041.51,0.0,2981.58,59.93,2981.58,2981.58,2981.58,2981.58
1 0400.160.04.171.00 2021,,105.0,ELKARKIDETZAREN KUOTAK,2027.67,2027.67,0.0,1845.74,181.93,1845.74,1845.74,1845.74,1845.74
1 0400.160.04.323.00 2021,,190.0,ELKARKIDETZAREN KUOTAK,4055.35,4055.35,0.0,3052.57,1002.78,3052.57,3052.57,3052.57,3052.57
1 0400.160.04.920.40 2021,,435.0,ELKARKIDETZAREN KUOTAK,4055.35,4055.35,0.0,2981.58,1073.77,2981.58,2981.58,2981.58,2981.58
1 0400.210.01.153.40 2021,,67.0,AZPIEGITURA ETA ONDASUN NATURALAK,90000.0,166220.47,0.0,146638.67,19581.8,146638.67,122943.09,118380.21,114097.39
1 0400.210.01.153.40 2020,,1862.0,AZPIEGITURA ETA ONDASUN NATURALAK,0.0,7253.9,0.0,-2597.81,9851.71,-2597.81,4656.09,4656.09,4656.09
1 0400.210.01.454.00 2021,,367.0,AZPIEGITURA ETA ONDASUN NATURALAK,68000.0,68000.0,0.0,61954.04,6045.96,61954.04,48119.31,48119.31,45410.6
1 0400.210.01.454.00 2020,,1863.0,AZPIEGITURA ETA ONDASUN NATURALAK,0.0,12259.72,0.0,0.0,12259.72,0.0,12259.72,12259.72,12259.72
1 0400.211.01.323.00 2021,,191.0,ERAIKIN/BESTEL.ERAIK.MANTENIMEND.,121751.0,187659.01,0.0,190582.83,-2923.82,190582.83,113151.23,112629.12,110806.53
1 0400.211.01.323.00 2020,,1864.0,ERAIKIN/BESTEL.ERAIK.MANTENIMEND.,0.0,433.85,0.0,-16.0,449.85,-16.0,0.0,0.0,0.0
1 0400.211.01.333.10 2021,,226.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,49741.92,58937.92,0.0,18522.32,40415.6,18522.32,7172.29,7172.29,6907.02
1 0400.211.01.333.20 2021,,233.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,53936.0,58134.7,0.0,14965.52,43169.18,14965.52,10758.66,10758.66,8450.22
1 0400.211.01.333.20 2020,,1865.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,7757.43,0.0,0.0,7757.43,0.0,0.0,0.0,0.0
1 0400.211.01.334.50 2021,,1751.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,19000.0,19000.0,0.0,24200.55,-5200.55,24200.55,21908.99,21908.99,21618.31
1 0400.211.01.920.40 2021,,436.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,140088.25,163147.77,0.0,138735.01,24412.76,138735.01,120330.51,120330.51,107840.48
1 0400.211.01.920.40 2020,,1867.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,2636.6,0.0,-1298.65,3935.25,-1298.65,1337.95,1337.95,1337.95
1 0400.212.01.134.00 2021,,28.0,MAKINERIA/INSTALAZ/TRESNERIA. MANTENIM.,529454.5,529454.5,0.0,458132.5,71322.0,458132.5,427219.09,410053.82,374102.94
1 0400.212.01.134.00 2020,,1868.0,MAKINERIA/INSTALAZ/TRESNERIA. MANTENIM.,0.0,2145.05,0.0,-2145.05,4290.1,-2145.05,0.0,0.0,0.0
1 0400.212.01.163.00 2021,,77.0,MAKINERIA/INSTALAZ/TRESNERIA,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0400.212.01.164.00 2021,,85.0,MAKIN/INSTALAZ/TRESNERIA.MANTENIM.,8000.0,8000.0,0.0,2442.05,5557.95,2442.05,1613.2,1613.2,1613.2
1 0400.212.01.164.00 2020,,1869.0,MAKIN/INSTALAZ/TRESNERIA.MANTENIM.,0.0,1574.21,0.0,-500.94,2075.15,-500.94,1073.27,1073.27,1073.27
1 0400.212.01.165.00 2021,,96.0,MAKINERIA/INSTALAZ/TRESNERIA,50000.0,50000.0,0.0,40678.2,9321.8,40678.2,27851.41,27040.81,23946.61
1 0400.212.01.165.00 2020,,1870.0,MAKINERIA/INSTALAZ/TRESNERIA,0.0,968.83,0.0,-931.28,1900.11,-931.28,37.55,37.55,37.55
1 0400.212.01.171.00 2021,,106.0,MAKINERIA/INSTALAZ/TRESNERIA,7000.0,13000.0,0.0,10045.43,2954.57,10045.43,7853.72,7853.72,7698.72
1 0400.212.01.323.00 2021,,192.0,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",20129.21,20129.21,0.0,28277.35,-8148.14,28277.35,25401.29,25166.68,23411.91
1 0400.212.01.323.00 2020,,1872.0,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",0.0,9154.58,0.0,-7687.05,16841.63,-7687.05,232.32,232.32,232.32
1 0400.212.01.333.10 2021,,787.0,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",10000.0,10000.0,0.0,26871.38,-16871.38,26871.38,26395.85,26395.85,24923.13
1 0400.212.01.333.10 2020,,1873.0,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",0.0,781.24,0.0,-514.25,1295.49,-514.25,266.99,266.99,266.99
1 0400.212.01.333.20 2021,,993.0,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",20000.0,20000.0,0.0,31099.21,-11099.21,31099.21,11888.15,11710.82,10900.12
1 0400.212.01.333.20 2020,,1874.0,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",0.0,266.99,0.0,0.0,266.99,0.0,266.99,266.99,266.99
1 0400.212.01.334.50 2021,,1752.0,"MAKINERIA, INSTALAZAIOAK ETA TRESNERIA",20000.0,20000.0,0.0,14774.64,5225.36,14774.64,9714.15,9714.15,5996.92
1 0400.212.01.920.40 2021,,437.0,"MAKINERIA,INSTALAZIOAK ETA TRESNERIA",30350.0,30350.0,0.0,33824.35,-3474.35,33824.35,26593.67,25386.14,22317.38
1 0400.212.01.920.40 2020,,1875.0,"MAKINERIA,INSTALAZIOAK ETA TRESNERIA",0.0,25493.26,0.0,-4336.55,29829.81,-4336.55,21156.71,21156.71,21156.71
1 0400.213.01.153.40 2021,,68.0,GARRAIO-MATERIALA. MANTENIMENDUA,17000.0,17000.0,0.0,17775.39,-775.39,17775.39,13110.54,13110.54,12493.06
1 0400.213.01.153.40 2020,,1876.0,GARRAIO-MATERIALA. MANTENIMENDUA,0.0,478.02,0.0,0.0,478.02,0.0,478.02,478.02,478.02
1 0400.221.01.134.00 2021,,29.0,ENERGIA ELEKTRIKOA,65000.0,65000.0,0.0,52954.59,12045.41,52954.59,52954.59,52954.59,45974.22
