#Partida,,,,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa
1 0100.230.01.130.00 2018,,12.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,48.69,51.31,48.69,48.69,48.69,48.69
1 0100.230.01.132.00 2018,,18.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,56.39,43.61,56.39,56.39,56.39,56.39
1 0100.230.01.133.10 2018,,25.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,32.06,67.94,32.06,32.06,32.06,32.06
1 0100.421.03.441.10 2018,,364.0,GIPUZK.GARRAIOAREN LURRALD.AGINTARITZA,5000.0,5000.0,0.0,1565.75,3434.25,1565.75,1565.75,1565.75,1565.75
1 0100.626.01.130.00 2018,,43.0,EKIPOAK. TETRA KOMUNIKAZIO BIDEA,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0
1 0200.120.01.151.00 2018,,32.0,OINARRIZKO ORDAINKETAK,126580.31,126580.31,0.0,24498.28,102082.03,24498.28,24498.28,24498.28,24498.28
1 0200.120.01.172.00 2018,,782.0,OINARRIZKO ORDAINKETAK,14859.08,14859.08,0.0,2934.78,11924.3,2934.78,2934.78,2934.78,2934.78
1 0200.121.99.151.00 2018,,33.0,BESTE OSAGARRI BATZUK,216294.73,216294.73,0.0,53815.47,162479.26,53815.47,53815.47,53815.47,53815.47
1 0200.121.99.172.00 2018,,783.0,BESTE OSAGARRI BATZUK,20732.23,20732.23,0.0,5122.08,15610.15,5122.08,5122.08,5122.08,5122.08
1 0200.131.01.152.20 2018,,1228.0,LABORAL EBENTUALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.160.01.151.00 2018,,35.0,GIZARTE SEGURANTZA,78395.45,78395.45,0.0,19166.87,59228.58,19166.87,19166.87,19166.87,19166.87
1 0200.160.01.152.20 2018,,1229.0,GIZARTE SEGURANTZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.160.01.172.00 2018,,784.0,GIZARTE SEGURANTZA,10949.33,10949.33,0.0,2837.25,8112.08,2837.25,2837.25,2837.25,2837.25
1 0200.160.04.151.00 2018,,36.0,ELKARKIDETZAREN KUOTAK,9917.18,9917.18,0.0,2125.11,7792.07,2125.11,2125.11,2125.11,2125.11
1 0200.160.04.172.00 2018,,983.0,ELKARKIDETZAREN KUOTAK,1416.8,1416.8,0.0,303.6,1113.2,303.6,303.6,303.6,303.6
1 0200.201.01.152.20 2018,,1230.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.211.01.152.20 2018,,1231.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.220.01.152.20 2018,,1232.0,MATERIAL ARRUNT EZ-INBENTARIAGARRIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.221.01.152.20 2018,,1233.0,ENERGIA ELEKTRIKOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.222.01.152.20 2018,,1234.0,TELEFONO BIDEZKOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.224.01.152.20 2018,,1235.0,ASEGURUAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.226.99.151.00 2018,,38.0,BESTE HAINB.GASTU.ORDEZK.BETEARAZP.,12000.0,12000.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0
1 0200.226.99.172.00 2018,,113.0,BESTE HAINBAT GASTU,4000.0,4000.0,0.0,479.73,3520.27,479.73,85.51,85.51,0.0
1 0200.226.99.172.00 2017,,1056.0,BESTE HAINBAT GASTU,0.0,0.0,0.0,17164.99,-17164.99,17164.99,6244.91,6244.91,4253.25
1 0200.227.07.151.00 2018,,39.0,AZTERKETA ETA LAN TEKNIKOAK,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0
1 0200.227.07.151.00 2017,,1057.0,AZTERKETA ETA LAN TEKNIKOAK,0.0,0.0,0.0,39978.4,-39978.4,39978.4,387.2,387.2,387.2
1 0200.227.07.172.00 2018,,114.0,AZITAINGO LURZORUAREN KALIT.KONTR.,41200.0,41200.0,0.0,16601.2,24598.8,16601.2,0.0,0.0,0.0
1 0200.227.07.172.00 2017,,1058.0,AZITAINGO LURZORUAREN KALIT.KONTR.,0.0,0.0,0.0,8290.01,-8290.01,8290.01,0.0,0.0,0.0
1 0200.227.90.151.00 2018,,40.0,KANPOKO LANAK,30000.0,30000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0
1 0200.227.90.151.00 2017,,1059.0,KANPOKO LANAK,0.0,0.0,0.0,25349.5,-25349.5,25349.5,0.0,0.0,0.0
1 0200.227.99.151.00 2018,,41.0,KONTRATOAK KANPOKOEKIN. NEURKETAK,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0200.227.99.152.20 2018,,1236.0,KANPOKO BESTELAKO LANAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.227.99.172.00 2018,,115.0,KANPOKO BESTELAKO LANAK,17700.0,17700.0,0.0,4571.03,13128.97,4571.03,1158.83,498.33,0.0
1 0200.230.01.151.00 2018,,42.0,PERTSONAL DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,112.14,-12.14,112.14,112.14,112.14,112.14
1 0200.230.01.172.00 2018,,986.0,"PERTSONALAREN DIETAK, GARRAIOA ETA LEK.",100.0,100.0,0.0,85.8,14.2,85.8,85.8,85.8,85.8
1 0200.480.01.152.20 2018,,44.0,FAMILIEI. KALEKO IGOGAILUEN MANTENIM.,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
1 0200.480.01.152.30 2018,,569.0,FAMILIEI,100000.0,100000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0
1 0200.480.01.152.30 2017,,1060.0,FAMILIEI,0.0,0.0,0.0,9928.56,-9928.56,9312.0,0.0,0.0,0.0
1 0200.481.01.172.00 2018,,1216.0,IRABAZIZKO XEDERIK GABEKO ERAKUNDEEI,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 0200.481.21.152.20 2018,,845.0,DIRU-LAG.HERRIKO KOADRILA ELKARTEARI,20000.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0
1 0200.481.35.152.20 2018,,1212.0,LAG.NDUST-ERAIK.ZAHAR.JARD.EKON.BERR.EZA,50000.0,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0
1 0200.601.16.172.00 2018,,987.0,"BESTE LAN BATZUK, INGURUMENA",12000.0,12000.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0
1 0200.601.16.172.00 2017,,1061.0,"BESTE LAN BATZUK, INGURUMENA",0.0,0.0,0.0,16668.36,-16668.36,16668.36,16668.36,16668.36,16668.36
1 0200.625.01.152.20 2018,,1237.0,ALTZARIAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.626.01.152.20 2018,,1238.0,INFORMAZIO-PROSEZUETARAKO EKIPOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.771.03.152.20 2018,,1213.0,ENPRESEI. FATXADAK KONPONTZEKO LAGUNTZAK,30000.0,30000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0
1 0200.780.02.152.20 2018,,45.0,FAMIL.FATXADAK/IGOGAILUAK BIRGAITU,165000.0,165000.0,0.0,0.0,165000.0,0.0,0.0,0.0,0.0
1 0200.780.04.152.20 2018,,1239.0,FAMILIEI. TXONTAKO ERAIKIN. BERRIZT. LAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.120.01.153.20 2018,,46.0,OINARRIZKO ORDAINKETAK,123123.61,123123.61,0.0,26228.87,96894.74,26228.87,26228.87,26228.87,26228.87
1 0300.121.99.153.20 2018,,47.0,BESTE OSAGARRI BATZUK,212488.25,212488.25,0.0,57530.31,154957.94,57530.31,57530.31,57530.31,57530.31
1 0300.160.01.153.20 2018,,48.0,GIZARTE SEGURANTZA,73980.17,73980.17,0.0,20557.43,53422.74,20557.43,20557.43,20557.43,20557.43
1 0300.160.04.153.20 2018,,49.0,ELKARKIDETZAREN KUOTAK,7673.54,7673.54,0.0,1436.16,6237.38,1436.16,1436.16,1436.16,1436.16
1 0300.230.01.153.20 2018,,50.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,99.76,0.24,99.76,99.76,99.76,99.76
1 0300.601.07.153.20 2018,,51.0,ERREBAL,1837936.26,1837936.26,1401677.71,1437866.71,-1001608.16,1407866.71,3857.96,3857.96,3857.96
1 0300.601.07.153.20 2017,,1062.0,ERREBAL,0.0,0.0,0.0,2000645.25,-2000645.25,1901304.25,0.0,0.0,0.0
1 0300.601.08.153.20 2018,,52.0,HIRI INGURUEN HOBEKUNTZA-IRISGARRITASUNA,1300000.0,1300000.0,0.0,0.0,1300000.0,0.0,0.0,0.0,0.0
1 0300.601.08.153.20 2017,,1063.0,HIRI INGURUEN HOBEKUNTZA-IRISGARRITASUNA,0.0,0.0,0.0,1535704.13,-1535704.13,378998.28,93440.72,165610.43,165228.07
1 0300.601.13.153.20 2017,,1017.0,HOBEKUNTZAK TXONTAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.601.14.153.20 2018,,54.0,LAN TXIKIAK,300000.0,300000.0,0.0,36771.59,263228.41,36771.59,5515.41,5515.41,0.0
1 0300.601.14.153.20 2017,,1064.0,LAN TXIKIAK,0.0,0.0,0.0,142066.69,-142066.69,142066.69,49951.35,49951.35,49951.35
1 0300.601.16.153.20 2018,,985.0,HAINBAT LAN,800000.0,800000.0,0.0,0.0,800000.0,0.0,0.0,0.0,0.0
1 0300.601.16.153.20 2017,,1065.0,HAINBAT LAN,0.0,0.0,0.0,355931.06,-355931.06,310715.28,125205.05,125396.23,125205.05
1 0300.601.19.153.20 2017,,1066.0,ASTELENA EGIT. SENDOTZE ETA FRATXAD.ERAB,0.0,0.0,0.0,906113.97,-906113.97,0.0,0.0,0.0,0.0
1 0300.601.20.153.20 2017,,1067.0,UDAL ERAIKUNTZETAN LANAK,0.0,0.0,0.0,16815.15,-16815.15,1242.67,0.0,0.0,0.0
1 0300.601.21.323.00 2018,,198.0,LAN TXIKIAK ESKOLETAN,100000.0,100000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0
1 0300.601.21.323.00 2017,,1068.0,LAN TXIKIAK ESKOLETAN,0.0,0.0,0.0,161469.88,-161469.88,161463.54,0.0,0.0,0.0
1 0300.601.23.153.20 2018,,55.0,ALFALTATZE-LANAK,215000.0,215000.0,0.0,0.0,215000.0,0.0,0.0,0.0,0.0
1 0300.601.23.153.20 2017,,1069.0,ALFALTATZE-LANAK,0.0,0.0,0.0,229958.77,-229958.77,229330.49,80506.37,80506.37,80124.01
1 0300.601.28.153.20 2018,,1214.0,ESPALOIAK,60500.0,60500.0,0.0,0.0,60500.0,0.0,0.0,0.0,0.0
1 0300.601.29.153.20 2017,,1070.0,SAUTSI ETA IPARRAGIRRE OINEZKO IRISGARR.,0.0,0.0,0.0,185988.5,-185988.5,0.0,0.0,0.0,0.0
1 0300.601.37.454.00 2018,,369.0,BASERRIETAKO AZPIEGITURA,240000.0,240000.0,0.0,0.0,240000.0,0.0,0.0,0.0,0.0
1 0300.601.37.454.00 2017,,1071.0,BASERRIETAKO AZPIEGITURA,0.0,0.0,0.0,31285.66,-31285.66,31285.66,13568.94,13568.94,13568.94
1 0300.643.01.153.20 2018,,56.0,IKERKETA/AZTERKETA ETA PROIEKTUAK,150000.0,150000.0,0.0,5687.0,144313.0,5687.0,0.0,0.0,0.0
1 0300.643.01.153.20 2017,,1073.0,IKERKETA/AZTERKETA ETA PROIEKTUAK,0.0,0.0,0.0,184823.62,-184823.62,129526.62,11001.32,11001.32,7534.67
1 0300.643.01.153.20 2015,,1072.0,IKERKETA/AZTERKETA ETA PROIEKTUAK,0.0,0.0,0.0,4840.0,-4840.0,4840.0,4840.0,4840.0,4840.0
1 0400.120.01.153.40 2018,,61.0,OINARRIZKO ORDAINKETAK,75105.33,75105.33,0.0,13167.35,61937.98,13167.35,13167.35,13167.35,13167.35
1 0400.120.01.165.00 2018,,91.0,OINARRIZKO ORDAINKETAK,12743.35,12743.35,0.0,2436.48,10306.87,2436.48,2436.48,2436.48,2436.48
1 0400.121.99.153.40 2018,,62.0,BESTE OSAGARRI BATZUK,280284.8,280284.8,0.0,35002.94,245281.86,35002.94,35002.94,35002.94,35002.94
1 0400.121.99.165.00 2018,,92.0,BESTE OSAGARRI BATZUK,25931.22,25931.22,0.0,6418.26,19512.96,6418.26,6418.26,6418.26,6418.26
1 0400.130.03.153.40 2018,,63.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,364016.96,364016.96,0.0,83521.11,280495.85,83521.11,83521.11,83521.11,83521.11
1 0400.130.03.165.00 2018,,580.0,ORDAINK.PERTSONAL LABORAL FINKOARI,76357.57,76357.57,0.0,17610.86,58746.71,17610.86,17610.86,17610.86,17610.86
1 0400.130.03.171.00 2018,,102.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,88150.41,88150.41,0.0,21781.8,66368.61,21781.8,21781.8,21781.8,21781.8
1 0400.130.03.323.00 2018,,188.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,175751.82,175751.82,0.0,21786.81,153965.01,21786.81,21786.81,21786.81,21786.81
1 0400.130.03.920.40 2018,,433.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,72312.39,72312.39,0.0,8249.53,64062.86,8249.53,8249.53,8249.53,8249.53
1 0400.131.01.153.40 2018,,64.0,LABORAL EBENTUALA,185872.56,185872.56,0.0,65984.51,119888.05,65984.51,65984.51,65984.51,65984.51
1 0400.131.01.164.00 2018,,82.0,LABORAL EBENTUALA,88064.53,88064.53,0.0,17580.24,70484.29,17580.24,17580.24,17580.24,17580.24
1 0400.131.01.171.00 2018,,103.0,LABORAL EBENTUALA,78470.5,78470.5,0.0,11827.64,66642.86,11827.64,11827.64,11827.64,11827.64
1 0400.131.01.323.00 2018,,643.0,LABORAL EBENTUALA,0.0,0.0,0.0,10940.46,-10940.46,10940.46,10940.46,10940.46,10940.46
1 0400.131.01.920.40 2018,,811.0,LABORAL EBENTUALA,0.0,0.0,0.0,4819.87,-4819.87,4819.87,4819.87,4819.87,4819.87
1 0400.160.01.153.40 2018,,65.0,GIZARTE SEGURANTZA,268359.91,268359.91,0.0,65252.94,203106.97,65252.94,65252.94,65252.94,65252.94
1 0400.160.01.164.00 2018,,83.0,GIZARTE SEGURANTZA,30341.85,30341.85,0.0,7104.2,23237.65,7104.2,7104.2,7104.2,7104.2
1 0400.160.01.165.00 2018,,94.0,GIZARTE SEGURANTZA,28179.28,28179.28,0.0,10106.41,18072.87,10106.41,10106.41,10106.41,10106.41
1 0400.160.01.171.00 2018,,104.0,GIZARTE SEGURANTZA,62850.68,62850.68,0.0,3860.96,58989.72,3860.96,3860.96,3860.96,3860.96
1 0400.160.01.323.00 2018,,189.0,GIZARTE SEGURANTZA,57181.78,57181.78,0.0,12287.56,44894.22,12287.56,12287.56,12287.56,12287.56
1 0400.160.01.920.40 2018,,434.0,GIZARTE SEGURANTZA,28417.44,28417.44,0.0,4574.32,23843.12,4574.32,4574.32,4574.32,4574.32
1 0400.160.04.153.40 2018,,66.0,ELKARKIDETZAREN KUOTAK,18440.38,18440.38,0.0,4299.69,14140.69,4299.69,4299.69,4299.69,4299.69
1 0400.160.04.164.00 2018,,84.0,ELKARKIDETZAREN KUOTAK,2914.38,2914.38,0.0,208.17,2706.21,208.17,208.17,208.17,208.17
1 0400.160.04.165.00 2018,,95.0,ELKARKIDETZAREN KUOTAK,2899.12,2899.12,0.0,624.51,2274.61,624.51,624.51,624.51,624.51
1 0400.160.04.171.00 2018,,105.0,ELKARKIDETZAREN KUOTAK,1942.92,1942.92,0.0,208.17,1734.75,208.17,208.17,208.17,208.17
1 0400.160.04.323.00 2018,,190.0,ELKARKIDETZAREN KUOTAK,3400.11,3400.11,0.0,832.68,2567.43,832.68,832.68,832.68,832.68
1 0400.160.04.920.40 2018,,435.0,ELKARKIDETZAREN KUOTAK,3076.32,3076.32,0.0,520.41,2555.91,520.41,520.41,520.41,520.41
1 0400.210.01.153.40 2018,,67.0,AZPIEGITURA ETA ONDASUN NATURALAK,108000.0,108000.0,0.0,18265.6,89734.4,18265.6,8468.13,6729.29,6279.74
1 0400.210.01.153.40 2017,,1074.0,AZPIEGITURA ETA ONDASUN NATURALAK,0.0,0.0,0.0,10408.44,-10408.44,10408.44,8508.77,8508.77,762.23
1 0400.210.01.454.00 2018,,367.0,AZPIEGITURA ETA ONDASUN NATURALAK,70000.0,70000.0,0.0,40352.38,29647.62,40352.38,35241.48,35241.48,31308.98
1 0400.210.01.454.00 2017,,1075.0,AZPIEGITURA ETA ONDASUN NATURALAK,0.0,0.0,0.0,26290.9,-26290.9,26290.9,0.0,510.69,510.69
1 0400.211.01.323.00 2018,,191.0,ERAIKIN/BESTEL.ERAIK.MANTENIMEND.,30000.0,30000.0,0.0,4799.14,25200.86,4799.14,3374.43,3126.13,2521.97
1 0400.211.01.323.00 2017,,1076.0,ERAIKIN/BESTEL.ERAIK.MANTENIMEND.,0.0,0.0,0.0,16606.14,-16606.14,16606.14,14968.2,14968.2,14968.2
1 0400.211.01.333.10 2018,,226.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,5000.0,5000.0,0.0,1791.4,3208.6,1791.4,1719.24,1719.24,595.8
1 0400.211.01.333.10 2017,,1077.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,0.0,0.0,671.55,-671.55,671.55,0.0,0.0,0.0
1 0400.211.01.333.20 2018,,233.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,10000.0,10000.0,0.0,3874.63,6125.37,3874.63,3632.14,3603.93,1220.05
1 0400.211.01.333.20 2017,,1078.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,0.0,0.0,1070.04,-1070.04,1070.04,0.0,0.0,0.0
1 0400.211.01.920.40 2018,,436.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,54000.0,54000.0,0.0,7651.39,46348.61,7651.39,5784.58,5332.4,4859.52
1 0400.211.01.920.40 2017,,1079.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,0.0,0.0,33239.54,-33239.54,33239.54,8762.67,8762.67,492.47
1 0400.212.01.134.00 2018,,28.0,MAKINERIA/INSTALAZ/TRESNERIA. MANTENIM.,456472.11,456472.11,0.0,452445.97,4026.14,452205.18,95966.46,36780.45,36363.29
1 0400.212.01.134.00 2017,,1080.0,MAKINERIA/INSTALAZ/TRESNERIA. MANTENIM.,0.0,0.0,0.0,76284.29,-76284.29,76284.29,8749.65,8749.65,8749.65
1 0400.212.01.163.00 2018,,77.0,MAKINERIA/INSTALAZ/TRESNERIA,1000.0,1000.0,0.0,207.0,793.0,207.0,79.22,79.22,79.22
1 0400.212.01.164.00 2018,,85.0,MAKIN/INSTALAZ/TRESNERIA.MANTENIM.,10000.0,10000.0,0.0,1863.94,8136.06,1863.94,1113.32,1113.32,1113.32
1 0400.212.01.164.00 2017,,1081.0,MAKIN/INSTALAZ/TRESNERIA.MANTENIM.,0.0,0.0,0.0,134.3,-134.3,134.3,0.0,0.0,0.0
1 0400.212.01.165.00 2018,,96.0,MAKINERIA/INSTALAZ/TRESNERIA,45000.0,45000.0,0.0,8676.15,36323.85,8676.15,8037.95,3544.43,3320.02
1 0400.212.01.165.00 2017,,1082.0,MAKINERIA/INSTALAZ/TRESNERIA,0.0,0.0,0.0,3993.9,-3993.9,3993.9,2715.37,2715.37,2715.37
1 0400.212.01.171.00 2018,,106.0,MAKINERIA/INSTALAZ/TRESNERIA,4000.0,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0
1 0400.212.01.323.00 2018,,192.0,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",16971.55,16971.55,0.0,16189.98,781.57,16189.98,1150.36,1150.36,752.07
1 0400.212.01.323.00 2017,,1083.0,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",0.0,0.0,0.0,1204.3,-1204.3,1204.3,389.62,389.62,389.62
1 0400.212.01.333.10 2018,,787.0,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",4731.59,4731.59,0.0,5049.38,-317.79,5049.38,677.17,677.17,548.91
1 0400.212.01.333.20 2018,,993.0,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",13963.45,13963.45,0.0,10239.58,3723.87,10239.58,854.47,854.47,536.16
1 0400.212.01.920.40 2018,,437.0,"MAKINERIA,INSTALAZIOAK ETA TRESNERIA",20803.78,20803.78,0.0,20997.58,-193.8,20997.58,3429.13,3429.13,3482.65
1 0400.212.01.920.40 2017,,1084.0,"MAKINERIA,INSTALAZIOAK ETA TRESNERIA",0.0,0.0,0.0,1979.81,-1979.81,1979.81,0.0,0.0,0.0
1 0400.213.01.153.40 2018,,68.0,GARRAIO-MATERIALA. MANTENIMENDUA,17000.0,17000.0,0.0,2975.02,14024.98,2975.02,2975.02,1247.1,1247.1
1 0400.213.01.153.40 2017,,1085.0,GARRAIO-MATERIALA. MANTENIMENDUA,0.0,0.0,0.0,267.26,-267.26,267.26,0.0,0.0,0.0
1 0400.221.01.134.00 2018,,29.0,ENERGIA ELEKTRIKOA,60000.0,60000.0,0.0,10726.94,49273.06,10726.94,10726.94,10726.94,10726.94
1 0400.221.01.165.00 2018,,97.0,ENERGIA ELEKTRIKOA,230000.0,230000.0,0.0,46923.25,183076.75,46923.25,46923.25,46923.25,46919.58
1 0400.221.01.323.00 2018,,193.0,ENERGIA ELEKTRIKOA,87000.0,87000.0,0.0,13882.29,73117.71,13882.29,13882.29,13882.29,13882.29
1 0400.221.01.333.10 2018,,228.0,ENERGIA ELEKTRIKOA,16000.0,16000.0,0.0,4209.59,11790.41,4209.59,4209.59,4209.59,2570.5
1 0400.221.01.333.20 2018,,234.0,ENERGIA ELEKTRIKOA,47000.0,47000.0,0.0,7825.0,39175.0,7825.0,7825.0,7825.0,3915.39
1 0400.221.01.920.40 2018,,438.0,ENERGIA ELEKTRIKOA,70000.0,70000.0,0.0,11008.26,58991.74,11008.26,11008.26,11008.26,10654.95
1 0400.221.01.920.40 2017,,1086.0,ENERGIA ELEKTRIKOA,0.0,0.0,0.0,288.4,-288.4,288.4,288.4,288.4,288.4
1 0400.221.02.920.40 2018,,439.0,URA,78000.0,78000.0,0.0,19565.65,58434.35,19565.65,19565.65,19565.65,19565.65
1 0400.221.04.153.40 2018,,69.0,ERREGAI ETA KARBURANTEAK,22000.0,22000.0,0.0,7432.5,14567.5,7432.5,2592.88,2592.88,2592.88
1 0400.221.04.163.00 2018,,78.0,ERREGAI ETA KARBURANTEAK,3000.0,3000.0,0.0,1351.25,1648.75,1351.25,473.03,473.03,473.03
1 0400.221.04.323.00 2018,,194.0,ERREGAI ETA KARBURANTEAK,82000.0,82000.0,0.0,40910.25,41089.75,40910.25,39121.72,25516.78,23093.07
1 0400.221.04.333.10 2018,,229.0,ERREGAI ETA KARBURANTEAK,13500.0,13500.0,0.0,3817.13,9682.87,3817.13,3817.13,3817.13,3817.13
