#Partida,,,,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa
1 0100.121.05.121.50 2014,,3572,BESTE. ORDAINSARIAK. PERTS.FUNTZIONAR.,,3532.84,,3532.84,,3532.84,3532.84,3532.84,3532.84
1 0100.121.99.121.10 2014,,12,BESTE OSAGARRI BATZUK,251343.99,251343.99,,261144.78,-9800.79,261144.78,261144.78,261144.78,261144.78
1 0100.121.99.121.20 2014,,2825,BESTE OSAGARRI BATZUK,19798.72,19798.72,,19810.38,-11.66,19810.38,19810.38,19810.38,19810.38
1 0100.121.99.121.30 2014,,27,BESTE OSAGARRI BATZUK,165037.53,165037.53,,166823.17,-1785.64,166823.17,166823.17,166823.17,166823.17
1 0100.121.99.121.40 2014,,33,BESTE OSAGARRI BATZUK,142235.57,142235.57,,108794.47,33441.1,108794.47,108794.47,108794.47,108794.47
1 0100.121.99.121.50 2014,,47,BESTE OSAGARRI BATZUK,146240.6,146240.6,,147039.09,-798.49,147039.09,147039.09,147039.09,147039.09
1 0100.130.02.121.10 2014,,3591,BESTE. ORDAINSARIAK. PERTS.LABORALA,,454.28,,454.28,,454.28,454.28,454.28,454.28
1 0100.130.02.121.40 2014,,3592,BESTE. ORDAINSARIAK. PERTS.LABORALA,,571.91,,571.91,,571.91,571.91,571.91,571.91
1 0100.130.03.121.10 2014,,13,ORDAINKETAK PERTSONAL LABORAL FINKOARI,26413.02,26413.02,,27745.34,-1332.32,27745.34,27745.34,27745.34,27745.34
1 0100.130.03.121.40 2014,,2338,ORDAINKETAK PERTSONAL LABORAL FINKOARI,33482.68,33482.68,,42949.29,-9466.61,42949.29,42949.29,42949.29,42949.29
1 0100.131.01.121.10 2014,,14,LABORAL EBENTUALA,28897.12,28897.12,,32038.49,-3141.37,32038.49,32038.49,32038.49,32038.49
1 0100.131.01.121.30 2014,,3085,LABORAL EBENTUALA,16906.41,16906.41,,17567.65,-661.24,17567.65,17567.65,17567.65,17567.65
1 0100.131.02.121.10 2014,,3601,BESTE. ORDAINSARIAK. PERTS.EBENTUALA,,413.72,,413.72,,413.72,413.72,413.72,413.72
1 0100.131.02.121.30 2014,,3602,BESTE. ORDAINSARIAK. PERTS.EBENTUALA,,283.89,,283.89,,283.89,283.89,283.89,283.89
1 0100.160.01.111.00 2014,,8,GIZARTE SEGURANTZA,147497.64,147497.64,,153155.64,-5658.0,153155.64,153155.64,153155.64,153155.64
1 0100.160.01.121.10 2014,,15,GIZARTE SEGURANTZA,114206.61,114206.61,,125131.46,-10924.85,125131.46,125131.46,125131.46,125131.46
1 0100.160.01.121.20 2014,,23,GIZARTE SEGURANTZA,8905.65,8905.65,,9176.04,-270.39,9176.04,9176.04,9176.04,9176.04
1 0100.160.01.121.30 2014,,28,GIZARTE SEGURANTZA,71202.1,71202.1,,74295.26,-3093.16,74295.26,74295.26,74295.26,74295.26
1 0100.160.01.121.40 2014,,35,GIZARTE SEGURANTZA,67074.35,67074.35,,56261.65,10812.7,56261.65,56261.65,56261.65,56261.65
1 0100.160.01.121.50 2014,,48,GIZARTE SEGURANTZA,59138.78,59138.78,,53058.93,6079.85,53058.93,53058.93,53058.93,53058.93
1 0100.160.04.121.10 2014,,16,ELKARKIDETZAREN KUOTAK,11998.7,11998.7,,11998.7,,11998.7,11998.7,11998.7,11998.7
1 0100.160.04.121.20 2014,,24,ELKARKIDETZAREN KUOTAK,949.48,949.48,,949.48,,949.48,949.48,949.48,949.48
1 0100.160.04.121.30 2014,,29,ELKARKIDETZAREN KUOTAK,7081.48,7081.48,,6945.84,135.64,6945.84,6945.84,6945.84,6945.84
1 0100.160.04.121.40 2014,,36,ELKARKIDETZAREN KUOTAK,7686.42,7686.42,,5913.88,1772.54,5913.88,5913.88,5913.88,5913.88
1 0100.160.04.121.50 2014,,49,ELKARKIDETZREN KUOTAK,5679.8,5679.8,,5679.8,,5679.8,5679.8,5679.8,5679.8
1 0100.160.06.121.10 2014,,17,S.A.S.F.A.L.,9010.12,9010.12,,1481.2,7528.92,1481.2,1481.2,1481.2,1481.2
1 0100.160.06.121.30 2014,,30,S.A.S.F.A.L.,3861.48,3861.48,,634.8,3226.68,634.8,634.8,634.8,634.8
1 0100.160.06.121.40 2014,,37,S.A.S.F.A.L.,2574.32,18656.73,,16505.61,2151.12,16505.61,16505.61,16505.61,16505.61
1 0100.160.06.121.50 2014,,50,S.A.S.F.A.L.,3861.48,3861.48,,634.8,3226.68,634.8,634.8,634.8,634.8
1 0100.161.03.314.00 2014,,140,JUBILAZIO AURRERATUEN KALTEORDAINAK,26894.7,47700.0,,47700.0,,47700.0,47700.0,47700.0,47700.0
1 0100.161.05.314.00 2014,,3612,BESTE GIZARTE PRESTAKUNTZAK,,4448.05,,4448.04,0.01,4448.04,4448.04,4448.04,4448.04
1 0100.162.01.121.40 2014,,38,PRESTAKUNTZA,40000.0,66949.99,,64280.77,2669.22,64280.77,48636.81,48636.81,48636.81
1 0100.162.05.121.40 2014,,39,ASEGURUAK,91000.0,91000.0,,60214.09,30785.91,60214.09,60214.09,60214.09,60214.09
1 0100.215.01.121.50 2014,,51,INFORMAZIO-PROZESUET.EKIPAMEND.MANTENIM.,15651.0,15651.0,,14815.2,835.8,14815.2,12666.54,12666.54,12666.54
1 0100.215.01.121.50 2013,,3311,INFORMAZIO-PROZESUET.EKIPAMEND.MANTENIM.,,987.12,,987.12,,987.12,987.12,987.12,987.12
1 0100.215.02.121.50 2014,,987,INFORMATIKA APLIKAZIOEN MANTENIMENDUA,46250.0,46250.0,,46169.43,80.57,46169.43,46169.43,46169.43,46169.43
1 0100.215.02.121.50 2013,,3312,INFORMATIKA APLIKAZIOEN MANTENIMENDUA,,3235.54,,3235.54,,3235.54,3235.54,3235.54,3235.54
1 0100.220.01.121.10 2014,,2778,MATERIAL ARRUNT EZ-INBENTARIAGARRIA,3000.0,3000.0,,3023.46,-23.46,3023.46,3023.46,3023.46,3023.46
1 0100.220.01.121.10 2013,,3314,MATERIAL ARRUNT EZ-INBENTARIAGARRIA,,1082.22,,,1082.22,,,,
1 0100.220.03.121.50 2014,,52,MATERIAL INFORMATIKO INBENTARIA EZINA,1500.0,1500.0,,1246.31,253.69,1246.31,1246.31,1246.31,1246.31
1 0100.221.05.121.10 2014,,925,ARROPAK,1300.0,1300.0,,1169.98,130.02,1169.98,1169.98,1169.98,1169.98
1 0100.222.01.121.50 2013,,3315,TELEFONIKOAK,,22121.95,,9078.04,13043.91,9078.04,9078.04,9078.04,9078.04
1 0100.224.99.121.10 2014,,82,BESTELAKO ARRISKUAK (ERANTZUKIZUN ZIBIL.,75000.0,75000.0,,79347.36,-4347.36,79347.36,79347.36,79347.36,79347.36
1 0100.226.02.111.00 2014,,2531,PROTOKOLO GASTUAK,16500.0,43500.0,,23594.13,19905.87,23594.13,23594.13,23594.13,23594.13
1 0100.226.02.313.50 2014,,2271,HONDAMENI NATURALETARAKO DIRU-EMAITZAK,6000.0,6000.0,,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
1 0100.226.03.111.00 2014,,84,PUBLIZITATE ETA PROPAGANDA,6695.0,5646.6,,4332.77,1313.83,4332.77,4332.77,4332.77,4332.77
1 0100.226.03.111.00 2013,,3317,PUBLIZITATE ETA PROPAGANDA,,605.0,,,605.0,,,,
1 0100.226.04.121.10 2014,,18,JURIDIKOAK,87000.0,87000.0,,73483.42,13516.58,73483.42,63803.42,63803.42,63803.42
1 0100.226.04.121.10 2013,,3479,JURIDIKOAK,,15483.97,,13935.86,1548.11,13935.86,13935.86,13935.86,13935.86
1 0100.226.60.121.80 2014,,3480,OROIMEN HISTORIKOAREN IBILBIDEAREN SEINA,10000.0,,,,,,,,
1 0100.226.83.111.00 2014,,85,TELEBISTAKO PUBLIZITATEA ETA PROMOZIOA,8240.0,8240.0,,8070.7,169.3,8070.7,8070.7,8070.7,8070.7
1 0100.226.99.121.10 2014,,1426,KALTE-ORDAINAK.HIRUGARRENTZ.KONPENTSAZIO,40000.0,40000.0,,15240.25,24759.75,15240.25,15240.25,15240.25,15240.25
1 0100.226.99.121.80 2014,,74,BESTE HAINBAT GASTU,19200.0,19200.0,,19047.89,152.11,19047.89,12047.89,12047.89,12047.89
1 0100.226.99.190.00 2014,,2010,KREDITU GLOBALA,100000.0,61714.97,,,61714.97,,,,
1 0100.226.99.313.50 2014,,3567,BESTE HAINB.GAST. SENTSIBILIZAZIO PROGR,,6000.0,,4890.22,1109.78,4890.22,4890.22,4890.22,4890.22
1 0100.227.07.121.40 2014,,40,AZTEKETA ETA LAN TEKNIKOA.LANGILEAK HAUT,5000.0,5000.0,,1091.02,3908.98,1091.02,1091.02,1091.02,1091.02
1 0100.227.20.121.50 2014,,54,HITZARMENA IZFEREKIN,113479.0,113479.0,,113478.71,0.29,113478.71,113478.71,113478.71,113478.71
1 0100.227.92.121.40 2014,,41,LAN OSASUNERAKO LPREBENTZIO ZERBITZUA,23000.0,23000.0,,18083.48,4916.52,18083.48,18083.48,18083.48,18083.48
1 0100.227.99.111.00 2014,,2532,KANPOKO BESTELAKO LANAK,14520.0,14520.0,,14520.0,,14520.0,14520.0,14520.0,14520.0
1 0100.227.99.111.00 2013,,3321,KANPOKO BESTELAKO LANAK,,1021.56,,,1021.56,,,,
1 0100.227.99.121.10 2014,,2894,KANPOKO BESTELAKO LANAK,5000.0,5000.0,,4474.4,525.6,4474.4,4474.4,4474.4,4474.4
1 0100.227.99.121.40 2014,,42,KANPOKO BESTELAKO LANAK,12000.0,12000.0,,11757.48,242.52,11757.48,11757.48,11757.48,11757.48
1 0100.227.99.121.50 2014,,55,KANPOKO BESTEL.LANAK.ASISTENTZIA TEKNIKO,4000.0,4000.0,,2583.35,1416.65,2583.35,2583.35,2583.35,2583.35
1 0100.227.99.313.50 2014,,129,KANPOKO BESTL.LANAK.GIZATE LANKIDET.LAGU,6000.0,6000.0,,4600.0,1400.0,4600.0,4140.0,4140.0,4140.0
1 0100.227.99.313.50 2013,,3325,KANPOKO BESTL.LANAK.GIZATE LANKIDET.LAGU,,2030.02,,2030.02,,2030.02,1570.02,1570.02,1570.02
1 0100.230.01.121.10 2014,,3521,"PERTSONALAREN DIETAK, LOKOMOZ.,LEKUALDAK",,,,104.68,-104.68,104.68,104.68,104.68,104.68
1 0100.230.01.121.20 2014,,3522,"PERTSONALAREN DIETAK, LOKOMOZ.,LEKUALDAK",,,,,,,,,
1 0100.230.01.121.30 2014,,3523,"PERTSONALAREN DIETAK, LOKOMOZ.,LEKUALDAK",,,,83.94,-83.94,83.94,83.94,83.94,83.94
1 0100.230.01.121.40 2014,,43,"PERTSONALAREN DIETAK, LOKOMOZ.,LEKUALDAK",5600.0,7600.0,,1820.86,5779.14,1820.86,1820.86,1820.86,1820.86
1 0100.230.01.121.50 2014,,3524,"PERTSONALAREN DIETAK, LOKOMOZ.,LEKUALDAK",,,,223.55,-223.55,223.55,223.55,223.55,223.55
1 0100.231.01.111.00 2014,,9,"GOI-KARGUEN DEITAK,LOKOM.ETA LEKUALDAK.",3000.0,3000.0,,3929.41,-929.41,3929.41,3929.41,3929.41,3929.41
1 0100.231.02.111.00 2014,,2777,DIETAK GOI-KARGUEI BATZORDEET.JOATEAGAT.,106612.0,109655.0,,109655.0,,109655.0,109655.0,109655.0,109655.0
1 0100.409.01.111.00 2014,,1133,BESTELAKO ENTE PUBLIKOEI. FEMP,1800.0,1800.0,,1544.82,255.18,1544.82,1544.82,1544.82,1544.82
1 0100.419.01.111.00 2014,,87,BESTELAKO ENTE PUBLIKOEI.EUDEL,4700.0,4700.0,,4507.59,192.41,4507.59,4507.59,4507.59,4507.59
1 0100.480.01.313.50 2014,,2272,FAMILIEI. ELKARTASUN BEKAK,3000.0,3000.0,,1500.0,1500.0,1500.0,,,
1 0100.480.01.313.50 2012,,3326,FAMILIEI. ELKARTASUN BEKAK,,337.85,,337.85,,337.85,337.85,337.85,337.85
1 0100.481.01.111.00 2014,,2000,TALDE POLITIKOEI DIRU-LAGUNTZAK,126972.0,126972.0,,126972.0,,126972.0,126972.0,126972.0,126972.0
1 0100.481.08.313.50 2014,,130,ERAKUND.TRANSFER.LAGUNTZAK. HERRIALDE TX,240881.0,240881.0,,240881.0,,240881.0,180660.75,180660.75,180660.75
1 0100.481.08.313.50 2013,,3329,ERAKUND.TRANSFER.HERRIALDE TXIROTUAK,,79693.25,,79693.25,,79693.25,56273.5,56273.5,56273.5
1 0100.481.29.313.50 2014,,3481,ERAKUND.TRANSFERENT. SENTSIBILIZAZIO PRO,6000.0,,,,,,,,
1 0100.626.01.121.50 2014,,56,INFORMAZIO-PROZESUETARKO EKIPOAK,39600.0,74612.45,,73123.3,1489.15,73123.3,57840.66,57840.66,57840.66
1 0100.626.01.121.50 2013,,3330,INFORMAZIO-PROZESUETARKO EKIPOAK,,59800.0,,59800.0,,59800.0,59800.0,59800.0,59800.0
1 0100.626.02.121.50 2014,,3279,WIFI EKIPOAK,35000.0,,,,,,,,
1 0100.626.02.121.50 2013,,3331,WIFI EKIPOAK,,34717.32,,34717.32,,34717.32,34717.32,34717.32,34717.32
1 0100.645.01.121.50 2014,,57,INFORMATIKA ERABILERAK,93100.0,93100.0,,92527.79,572.21,92527.79,86450.2,86450.2,86450.2
1 0100.823.01.121.40 2014,,44,LANGILEENDAKO AURRERAKINAK.EPE LABURRERA,49000.0,49000.0,,1577.66,47422.34,1577.66,1577.66,1577.66,1577.66
1 0100.833.01.121.40 2014,,45,LANGILEENDAKO AURRERAKINAK.EPE LUZERA,24000.0,24000.0,,3831.45,20168.55,3831.45,3831.45,3831.45,3831.45
1 0200.120.01.222.10 2014,,91,OINARRIZKO ORDAINKETAK,533101.84,533101.84,,528558.82,4543.02,528558.82,528558.82,528558.82,528558.82
1 0200.121.05.222.10 2014,,3573,BESTE. ORDAINSARIAK. PERTS.FUNTZIONAR.,,23861.71,,23861.71,,23861.71,23861.71,23861.71,23861.71
1 0200.121.99.222.10 2014,,92,BESTE OSAGARRI BATZUK,1271844.82,1271844.82,,1163159.36,108685.46,1163159.36,1163159.36,1163159.36,1163159.36
1 0200.160.01.222.10 2014,,93,GIZARTE SEGURANTZA,530010.78,530010.78,,514212.26,15798.52,514212.26,514212.26,514212.26,514212.26
1 0200.160.04.222.10 2014,,94,ELKARKIDETZAREN KUOTAK,40894.56,40894.56,,41462.54,-567.98,41462.54,41462.54,41462.54,41462.54
1 0200.160.06.222.10 2014,,95,S.A.S.F.A.L.,26879.16,26879.16,,4866.8,22012.36,4866.8,4866.8,4866.8,4866.8
1 0200.212.01.222.10 2014,,623,"MAKINER.,INSTALAZ.ETA TRESNERIA",8000.0,8000.0,,6782.75,1217.25,6782.75,6101.28,6101.28,6101.28
1 0200.213.01.222.10 2014,,60,GARRAIO-MATERIALA,13000.0,13000.0,,10312.11,2687.89,10312.11,10312.11,10312.11,10312.11
1 0200.221.04.222.10 2014,,2781,ERREGAI ETA KARBURANTEAK,11000.0,11000.0,,8979.49,2020.51,8979.49,8979.49,8979.49,8979.49
1 0200.221.05.222.10 2014,,97,ARROPAK,30600.0,30600.0,,27880.2,2719.8,27880.2,27880.2,27880.2,27880.2
1 0200.221.99.222.10 2014,,98,BESTELAKO HORNIDURAK,9270.0,9270.0,,6788.09,2481.91,6788.09,6788.09,6788.09,6788.09
1 0200.224.02.222.10 2014,,61,IBILGAILUENAK,2700.0,2700.0,,1828.09,871.91,1828.09,1828.09,1828.09,1828.09
1 0200.226.99.222.10 2014,,3482,BESTE HAINBAT GASTU. BIDE SEGURTASUNA,1800.0,1800.0,,,1800.0,,,,
1 0200.227.99.222.10 2014,,100,KANPOKO BESTELAKO LANAK. GARABIA,115000.0,115000.0,,101594.31,13405.69,101594.31,101594.31,101594.31,101594.31
1 0200.230.01.222.10 2014,,3526,"PERTSONALAREN DIETAK, LOKOMOZ.,LEKUALDAK",,,,442.01,-442.01,442.01,442.01,442.01,442.01
1 0300.120.01.313.21 2014,,2782,OINARRIZKO ORDAINKETAK,18021.87,18021.87,,17117.98,903.89,17117.98,17117.98,17117.98,17117.98
1 0300.120.01.313.22 2014,,1394,OINARRIZKO ORDAINKETAK,8581.09,8581.09,,8173.31,407.78,8173.31,8173.31,8173.31,8173.31
1 0300.120.01.313.24 2014,,2873,OINARRIZKO ORDAINKETAK,14886.06,14886.06,,14310.34,575.72,14310.34,14310.34,14310.34,14310.34
1 0300.120.01.313.90 2014,,133,OINARRIZKO ORDAINKETAK,112249.97,112249.97,,114164.09,-1914.12,114164.09,114164.09,114164.09,114164.09
1 0300.121.05.313.21 2014,,3574,BESTE. ORDAINSARIAK. PERTS.FUNTZIONAR.,,746.98,,746.98,,746.98,746.98,746.98,746.98
1 0300.121.05.313.22 2014,,3575,BESTE. ORDAINSARIAK. PERTS.FUNTZIONAR.,,409.98,,409.98,,409.98,409.98,409.98,409.98
1 0300.121.05.313.24 2014,,3576,BESTE. ORDAINSARIAK. PERTS.FUNTZIONAR.,,631.97,,631.97,,631.97,631.97,631.97,631.97
1 0300.121.05.313.90 2014,,3577,BESTE. ORDAINSARIAK. PERTS.FUNTZIONAR.,,4834.45,,4834.45,,4834.45,4834.45,4834.45,4834.45
1 0300.121.99.313.21 2014,,2783,BESTE OSAGARRI BATZUK,26728.85,26728.85,,27293.28,-564.43,27293.28,27293.28,27293.28,27293.28
1 0300.121.99.313.22 2014,,3091,BESTE OSAGARRI BATZUK,15663.99,15663.99,,16004.48,-340.49,16004.48,16004.48,16004.48,16004.48
1 0300.121.99.313.24 2014,,2874,BESTE  OSAGARRI BATZUK,22113.14,22113.14,,22688.88,-575.74,22688.88,22688.88,22688.88,22688.88
1 0300.121.99.313.90 2014,,134,BESTE OSAGARRI BATZUK,172212.41,172212.41,,181814.56,-9602.15,181814.56,181814.56,181814.56,181814.56
1 0300.130.02.313.10 2014,,3593,BESTE. ORDAINSARIAK. PERTS.LABORALA,,3466.03,,3466.03,,3466.03,3466.03,3466.03,3466.03
1 0300.130.03.313.10 2014,,3133,ORDAINKETAK PERTSONAL LABORAL FINKOARI,227776.88,227776.88,,228459.67,-682.79,228459.67,228459.67,228459.67,228459.67
1 0300.131.01.313.10 2014,,3134,LABORAL EBENTUALA,12509.84,12509.84,,12607.82,-97.98,12607.82,12607.82,12607.82,12607.82
1 0300.131.01.313.90 2014,,1478,LABORAL EBENTUALA,71668.1,71668.1,,71779.92,-111.82,71779.92,71779.92,71779.92,71779.92
1 0300.131.02.313.10 2014,,3603,BESTE. ORDAINSARIAK. PERTS.EBENTUALA,,213.68,,213.68,,213.68,213.68,213.68,213.68
1 0300.131.02.313.90 2014,,3604,BESTE. ORDAINSARIAK. PERTS.EBENTUALA,,1215.79,,1215.79,,1215.79,1215.79,1215.79,1215.79
1 0300.160.01.313.10 2014,,3135,GIZARTE SEGURANTZA,78432.6,78432.6,,68677.11,9755.49,68677.11,68677.11,68677.11,68677.11
1 0300.160.01.313.21 2014,,2784,GIZARTE SEGURANTZA,13097.96,13097.96,,13805.88,-707.92,13805.88,13805.88,13805.88,13805.88
1 0300.160.01.313.22 2014,,1396,GIZARTE SEGURANTZA,6415.24,6415.24,,6902.95,-487.71,6902.95,6902.95,6902.95,6902.95
1 0300.160.01.313.24 2014,,1408,GIZARTE SEGURANTZA,11358.72,11358.72,,7354.47,4004.25,7354.47,7354.47,7354.47,7354.47
1 0300.160.01.313.90 2014,,136,GIZARTE SEGURANTZA,104944.64,104944.64,,108271.18,-3326.54,108271.18,108271.18,108271.18,108271.18
1 0300.160.04.313.10 2014,,3136,ELKARKIDETZAREN KUOTAK,8030.96,8030.96,,8030.96,,8030.96,8030.96,8030.96,8030.96
1 0300.160.04.313.21 2014,,2785,ELKARKIDETZAREN KUOTAK,1384.6,1384.6,,1384.6,,1384.6,1384.6,1384.6,1384.6
1 0300.160.04.313.22 2014,,1397,ELKARKIDETZAREN KUOTAK,692.3,692.3,,692.3,,692.3,692.3,692.3,692.3
1 0300.160.04.313.90 2014,,137,ELKARKIDETZAREN KUOTAK,4846.1,4846.1,,4846.1,,4846.1,4846.1,4846.1,4846.1
1 0300.160.06.313.21 2014,,2786,S.A.S.F.A.L.,1287.16,1287.16,,211.6,1075.56,211.6,211.6,211.6,211.6
1 0300.160.06.313.22 2014,,1398,S.A.S.F.A.L.,643.58,643.58,,105.8,537.78,105.8,105.8,105.8,105.8
1 0300.160.06.313.90 2014,,138,S.A.S.F.A.L.,3217.9,3217.9,,529.0,2688.9,529.0,529.0,529.0,529.0
1 0300.201.01.313.20 2014,,1382,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,15465.0,15465.0,,11901.5,3563.5,11901.5,11901.5,11901.5,11901.5
1 0300.201.01.456.20 2014,,317,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,3867.82,3867.82,,3755.16,112.66,3755.16,3755.16,3755.16,3755.16
1 0300.211.01.313.20 2014,,1383,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,4870.0,4870.0,,3752.34,1117.66,3752.34,3752.34,3752.34,3752.34
1 0300.211.01.456.20 2014,,318,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,17537.1,17537.1,,10728.81,6808.29,10728.81,10547.31,10547.31,10547.31
1 0300.221.01.313.20 2014,,1384,ENERGIA ELEKTRIKOA,6365.4,6365.4,,6103.59,261.81,6103.59,6103.59,6103.59,6103.59
1 0300.221.01.456.20 2014,,319,ENERGIA ELEKTRIKOA,25029.0,25029.0,,23726.91,1302.09,23726.91,23726.91,23726.91,23726.91
1 0300.221.04.313.20 2014,,1385,ERREGAI ETA KARBURANTEAK,309.0,309.0,,181.58,127.42,181.58,181.58,181.58,181.58
1 0300.221.04.313.20 2013,,3339,ERREGAI ETA KARBURANTEAK,,32.73,,,32.73,,,,
1 0300.221.04.456.20 2014,,320,ERREGAI ETA KARBURANTEAK,16480.0,16480.0,,11463.63,5016.37,11463.63,11463.63,11463.63,11463.63
1 0300.221.04.456.20 2013,,3340,ERREGAI ETA KARBURANTEAK,,645.44,,,645.44,,,,
1 0300.221.05.313.10 2014,,3137,ARROPAK,810.0,810.0,,463.19,346.81,463.19,,,
1 0300.221.05.313.10 2013,,3341,ARROPAK,,171.52,,171.52,,171.52,171.52,171.52,171.52
1 0300.221.99.313.21 2014,,2269,BESTELAKO HORNIDURAK,1030.0,1030.0,,169.63,860.37,169.63,169.63,169.63,169.63
1 0300.226.02.313.90 2014,,2274,DIRU IRABAZI ASM.GABEKO ELAKART.DIRU EMA,26000.0,26000.0,,23500.0,2500.0,23500.0,23500.0,23500.0,23500.0
1 0300.226.59.313.90 2014,,3566,DERRIGORREZ ERANTZUNBEHARREKO EZUSTEKOAK,,1000.0,,563.24,436.76,563.24,563.24,563.24,563.24
1 0300.226.64.313.23 2014,,1404,ESKU-HARTZE OROK.GIZART.ZAILTAS.DUT.KOLE,20015.0,30015.0,,22885.15,7129.85,22885.15,22885.15,22885.15,22885.15
1 0300.226.68.313.90 2014,,1410,LARRIALDIETARAKO BIZITOKIAK,927.0,927.0,,717.4,209.6,717.4,717.4,717.4,717.4
1 0300.226.85.313.90 2014,,3147,HAINBAT GASTU. JANARI BANKUA. GURUTZE GO,8000.0,7000.0,,4876.92,2123.08,4876.92,4876.92,4876.92,4876.92
1 0300.226.99.313.10 2014,,3483,BESTE HAINBA GASTU. NAGUSIENTZAT SUTEEN,40000.0,40000.0,,39999.84,0.16,39999.84,,,
1 0300.226.99.313.21 2014,,1392,BESTE HAINBAT GASTU,61100.0,61100.0,,60984.35,115.65,60984.35,43934.35,43934.35,43934.35
1 0300.226.99.313.21 2013,,3344,BESTE HAINBAT GASTU,,15617.6,,15617.6,,15617.6,15617.6,15617.6,15617.6
1 0300.226.99.313.22 2014,,1399,BESTE HAINBAT GASTU,26863.43,26863.43,,17819.46,9043.97,17819.46,17819.46,17819.46,17819.46
1 0300.226.99.313.24 2014,,1409,BESTE HAINBAT GASTU,7313.0,7313.0,,5340.08,1972.92,5340.08,5340.08,5340.08,5340.08
1 0300.226.99.313.90 2014,,1411,BESTE HAINBAT GASTU,2060.0,2060.0,,1944.35,115.65,1944.35,1944.35,1944.35,1944.35
1 0300.227.01.313.20 2014,,1386,GARBIKETA,19440.0,19440.0,,26.4,19413.6,26.4,26.4,26.4,26.4
1 0300.227.04.313.23 2014,,1405,KONTRATU SOZIO-KULTURALAK,71800.0,71800.0,,71799.7,0.3,71799.7,71799.7,71799.7,71799.7
1 0300.227.11.313.23 2014,,1406,FAMIL.ESKU-HART.KONTR.ARRISK.EGOER.,65000.0,65000.0,,64994.5,5.5,64994.5,64994.5,64994.5,64994.5
1 0300.227.90.313.10 2014,,3138,KONPOKO LANAK,382000.0,382000.0,,302901.35,79098.65,302901.35,302901.35,302901.35,302901.35
1 0300.227.99.313.10 2014,,1430,KANPOKO BESTELAKO LANAK,3090.0,3090.0,,,3090.0,,,,
1 0300.227.99.313.21 2014,,2270,KANPOKO BESTELAKO LANAK,412.0,412.0,,,412.0,,,,
1 0300.227.99.313.90 2014,,2376,KANPOKO BESTELAKO LANAK,515.0,515.0,,,515.0,,,,
1 0300.230.01.313.10 2014,,3527,"PERTSONALAREN DIETAK, LOKOMOZ.,LEKUALDAK",,,,,,,,,
1 0300.230.01.313.21 2014,,3528,"PERTSONALAREN DIETAK, LOKOMOZ.,LEKUALDAK",,,,64.78,-64.78,64.78,64.78,64.78,64.78
1 0300.230.01.313.22 2014,,3529,"PERTSONALAREN DIETAK, LOKOMOZ.,LEKUALDAK",,,,69.25,-69.25,69.25,69.25,69.25,69.25
1 0300.230.01.313.24 2014,,3530,"PERTSONALAREN DIETAK, LOKOMOZ.,LEKUALDAK",,,,22.76,-22.76,22.76,22.76,22.76,22.76
